name_encoded,year,selling_price,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner
552,2014,560000,72000,1,0,1,0
1644,2016,565000,72000,1,0,1,0
1981,2013,409999,29000,4,1,1,1
1849,2016,495000,56832,1,0,1,0
694,2014,470000,30528,4,0,1,0
464,2013,350000,65285,1,0,1,0
2384,2020,1560000,20102,1,0,1,0
586,2015,480000,43000,4,0,1,0
2314,2013,270000,52380,1,0,1,0
1056,2018,660000,74250,1,0,1,0
1505,2017,490000,57247,4,0,0,0
1681,2017,800000,52000,1,1,1,0
1840,2011,350000,47000,4,1,1,1
358,2011,170000,80000,1,1,1,2
2054,2011,125000,85000,1,1,1,1
1612,2012,400000,100000,1,1,1,0
1840,2011,250000,110000,4,1,1,0
245,2010,190000,178000,1,1,1,1
1359,2010,125000,120000,4,1,1,2
1007,2017,1950000,70000,1,1,1,0
31,2011,1300000,120000,1,1,0,0
1721,2015,335000,30000,4,1,1,0
1708,2009,114999,60000,4,1,1,2
2462,2012,229999,70000,1,1,1,3
940,2017,731000,40000,1,1,1,0
829,2012,395000,120000,1,1,1,0
1610,2015,500000,120000,1,1,1,0
665,2014,220000,50000,4,1,1,2
390,2013,240000,100000,1,1,1,0
931,2010,215000,120000,1,1,1,2
1642,2012,400000,90000,1,1,1,1
1747,2012,191000,90000,4,1,1,0
2155,2015,250000,20000,4,1,0,0
854,2009,210000,90000,1,1,1,1
2325,2011,300000,120000,4,1,1,2
385,2017,700000,35000,1,1,1,0
807,2010,500000,120000,1,1,1,1
1310,2002,120000,120000,4,1,1,0
688,2019,850000,10000,1,1,1,0
1089,1994,120000,100000,1,1,1,1
616,2017,770000,65000,1,1,1,1
577,2007,245000,90000,4,1,1,2
1348,2012,250000,90000,4,1,1,0
961,2016,651000,42323,1,0,1,0
538,2013,480000,42462,4,0,1,0
1643,2015,470000,54723,1,0,1,0
595,2016,500000,30000,1,1,1,0
70,2011,1075000,42545,1,0,0,0
1546,2016,690000,32000,1,0,1,0
1611,2017,589000,41232,1,0,1,0
1509,2018,480000,20375,4,0,1,0
1664,2013,450000,43978,1,0,1,1
1057,2015,445000,40200,1,0,1,0
921,2018,700000,30000,4,1,1,0
1481,2014,560000,90000,1,1,1,0
312,2013,475000,48000,1,0,1,1
451,2014,465000,27233,1,0,1,0
1608,2017,520000,28832,1,0,1,0
1483,2015,700000,35000,4,1,1,0
1136,2016,403000,30000,1,1,1,1
901,2009,229999,50000,4,1,1,1
1610,2016,525000,40000,1,1,1,1
1475,2014,560000,25000,4,1,1,0
1278,2020,830000,120000,1,1,1,0
1538,2011,250000,60000,1,1,1,1
1036,2014,450000,110000,1,1,1,0
1147,2016,745000,67000,1,1,1,0
394,2010,144000,50000,1,1,1,1
2160,2008,300000,120000,1,1,1,1
1314,1999,52000,100000,4,1,1,0
1151,2003,300000,98000,1,1,1,0
155,2014,260000,38000,1,1,1,0
2308,2015,475000,120000,1,1,1,0
394,2011,302000,103000,1,1,1,2
1308,1994,45000,60000,4,1,1,0
1678,2017,775000,80000,1,1,1,0
1473,2015,700000,50000,1,1,1,0
1643,2014,530000,90000,1,1,1,0
2182,2017,869999,70000,1,1,1,0
676,2006,155000,110000,1,1,1,3
2233,2019,550000,30000,4,1,0,0
1610,2016,600000,80000,1,1,1,1
1612,2012,430000,110000,1,1,1,1
2122,2010,246000,120000,1,1,1,0
966,2014,565000,70000,4,1,1,1
688,2018,850000,60000,1,1,1,0
1364,2006,160000,90000,4,1,1,0
242,2014,325000,142500,1,1,1,0
1208,2011,450000,90000,1,1,1,2
913,2015,310000,50000,4,1,1,0
469,2013,250000,90000,1,1,1,2
1600,2015,420000,115000,1,1,1,1
986,2013,330000,150000,4,1,0,1
1657,2015,405000,68000,4,1,1,1
1053,2013,400000,90000,1,1,1,1
537,2010,409999,110000,4,1,0,2
1051,2013,500000,70000,1,1,1,1
1282,2011,590000,80000,1,1,1,2
802,2006,80000,118000,4,1,1,0
901,2007,135000,100000,4,1,1,1
1700,2004,70000,70000,4,1,1,1
1321,2004,45000,77000,4,1,1,2
1610,2018,650000,35500,1,1,1,0
1727,2018,400000,17500,4,1,1,0
1354,2017,350000,27000,4,1,1,0
713,2017,550000,60000,1,1,1,0
1709,2016,350000,25000,4,1,1,0
1601,2015,459999,80000,1,1,1,0
1362,2012,185000,60000,4,1,1,1
2463,2013,550000,38000,1,1,1,0
2358,2011,900000,110000,1,1,1,0
484,2016,900000,92000,1,1,1,0
1044,2012,550000,180000,1,1,1,2
1386,2018,625000,10000,4,1,1,0
1342,2017,310000,35000,4,1,1,1
1588,2017,500000,35000,1,1,1,0
734,2016,610000,23000,1,1,1,0
2091,2012,150000,150000,1,1,1,2
879,2015,480000,70000,1,1,1,0
921,2017,650000,40000,4,1,1,0
933,2012,290000,100000,1,1,1,1
1334,2017,300000,50000,4,1,1,1
1612,2010,270000,120000,1,1,1,3
876,2015,400000,60000,1,1,1,1
1332,2015,280000,28000,4,1,1,1
320,2018,3250000,12000,1,1,0,0
476,2019,700000,4500,4,1,1,0
2118,2013,310000,70000,1,1,1,0
1870,2017,650000,120000,1,1,1,0
588,2015,600000,80000,4,1,0,0
2160,2009,150000,150000,1,1,1,3
1139,2009,135000,120000,4,1,1,0
1610,2014,650000,50000,1,1,1,0
538,2012,550000,83000,4,1,1,0
1610,2017,650000,20000,1,1,1,0
2329,2018,2900000,49000,1,1,0,0
495,2017,450000,6750,4,1,1,0
1436,2015,650000,26000,4,1,1,0
718,2017,430000,52000,4,1,1,0
639,2017,1143000,51000,1,1,0,0
1587,2019,700000,20000,4,1,0,0
1225,2017,509999,142000,1,1,1,0
2233,2019,525000,9200,4,1,0,0
1870,2016,515000,40000,1,1,1,0
1374,2020,630000,5000,4,1,1,0
1334,2016,300000,40000,4,1,1,0
1289,2012,250000,119000,1,1,1,0
1359,2005,90000,100000,4,1,1,3
1472,2017,750000,100000,1,1,1,0
1708,2009,135000,50000,4,1,1,1
1456,2013,275000,80000,4,1,1,1
2174,2018,740000,15000,4,1,1,0
2411,2018,1000000,4295,4,2,1,0
2411,2018,1000000,5229,4,2,1,0
740,2019,550000,4701,4,2,1,0
1368,2016,600000,6757,4,2,1,0
1976,2016,675000,28182,4,2,0,0
1818,2019,950000,11533,4,2,1,0
558,2017,850000,11688,4,2,1,0
2285,2012,550000,57728,4,2,0,0
1413,2018,925000,23712,1,2,1,0
310,2015,625000,70670,4,2,0,0
1334,2014,200000,43381,4,0,1,1
554,2014,635000,79011,4,2,0,0
1563,2014,425000,50000,1,1,1,1
1721,2011,220000,40000,4,1,1,0
717,2018,590000,10000,4,1,1,0
1236,2017,775000,35000,1,1,1,0
1541,2015,350000,58500,4,1,1,0
1375,2018,575000,20000,4,1,1,0
1830,2011,200000,43500,4,1,1,1
2020,2018,1575000,30000,1,1,1,0
285,2015,600000,63000,1,1,1,0
1054,2016,720000,35000,1,1,1,0
2115,2012,158000,110000,1,1,1,1
2020,2018,1575000,25000,1,1,1,0
896,2017,580000,30000,4,1,0,0
1050,2012,420000,50000,1,1,1,0
1128,2018,1200000,35000,1,1,1,0
1893,2018,350000,30000,4,1,1,0
559,2014,650000,56000,4,1,1,0
1721,2017,400000,12700,4,1,1,0
2179,2018,700000,35000,1,1,1,0
890,2017,520000,30000,4,1,1,0
1176,2012,450000,120000,1,1,1,0
2188,2017,850000,100000,1,1,1,0
1904,2017,350000,34000,4,1,1,0
1286,2011,450000,56000,1,1,1,0
901,2008,165000,90000,4,1,1,0
781,2010,160000,65000,4,1,1,1
2161,2011,300000,80000,1,1,1,0
1213,2012,550000,90000,1,1,1,2
1354,2015,285000,40000,4,1,1,0
1485,2018,900000,25000,4,1,1,0
1364,2005,180000,49455,4,1,1,0
663,2016,220000,100000,4,1,1,0
2072,2013,120000,120000,1,1,1,0
971,2010,220000,90000,4,1,1,3
150,2013,420000,46815,1,1,1,1
2078,2013,160000,110000,1,1,1,0
665,2015,250000,80000,4,1,1,0
1481,2013,385000,100000,1,1,1,2
1722,2014,318000,80000,4,1,1,0
895,2018,480000,40000,4,1,1,0
1395,2015,330000,70000,4,1,1,2
2058,2011,152000,80000,1,1,1,0
1334,2014,250000,40000,4,1,1,0
2058,2011,248000,80000,1,1,1,0
1833,2011,300000,60000,4,1,1,1
985,2016,650000,30000,1,1,1,0
735,2017,445000,25000,4,1,1,0
2373,2010,450000,334000,1,1,1,0
1133,2016,600000,100000,1,1,1,0
1881,2014,495000,175000,1,1,1,0
1568,2011,220000,65000,4,1,0,2
781,2009,150000,90000,4,1,1,0
394,2011,200000,80000,1,1,1,1
1182,2018,1465000,110000,1,1,1,0
2319,2012,285000,80000,1,1,1,1
581,2008,250000,60000,4,1,0,2
1291,2014,310000,160000,1,1,1,0
1214,2010,600000,100875,1,1,0,0
1375,2018,560000,20000,4,1,1,0
1613,2016,500000,30000,4,1,1,0
731,2013,270000,118000,1,1,1,0
829,2013,420000,69000,1,1,1,2
1604,2015,434999,25000,4,1,1,1
885,2015,400000,100000,4,1,0,0
1610,2015,470000,110000,1,1,1,0
1848,2015,480000,60000,1,1,1,2
775,2008,105000,128000,4,1,1,0
2218,2017,325000,120000,1,1,1,0
2319,2012,280000,80000,1,1,1,1
738,2020,675000,5000,4,1,0,0
643,2017,1250000,90000,1,1,1,0
443,2012,600000,144030,4,1,1,0
547,2014,819999,200000,1,1,1,0
941,2016,650000,29000,4,1,1,0
1706,2007,105000,90000,3,1,1,1
1143,2009,200000,176000,1,1,1,1
2091,2013,200000,150000,1,1,1,0
1525,2016,220000,90000,4,1,1,0
2485,2014,500000,70000,4,1,1,1
1142,2007,175000,99000,1,1,1,1
2230,2018,450000,5000,4,1,1,0
1538,2011,270000,89000,1,1,1,1
2040,2006,110000,88000,1,1,1,1
1610,2015,480000,30000,1,1,1,0
1595,2016,650000,50000,1,1,0,1
1610,2013,480000,80000,1,1,1,0
970,2016,700000,40000,1,1,1,0
1473,2015,650000,110000,1,1,1,2
645,2015,1300000,48000,1,1,1,1
2442,2016,1350000,97000,1,1,0,0
1788,2011,1700000,110000,1,1,0,2
2412,2018,1080000,12800,4,1,0,0
661,2012,170000,40000,4,1,1,0
1589,2017,610000,49000,1,1,1,0
1541,2014,350000,25000,4,1,1,0
1334,2016,260000,65000,4,1,1,1
239,2015,700000,20000,1,1,1,0
2457,2018,678000,17000,4,1,1,0
1560,2015,800000,15000,1,1,1,0
2308,2014,400000,120000,1,1,1,1
977,2010,300000,49000,4,1,1,0
943,2016,520000,29000,4,1,1,0
1854,2017,850000,55000,1,1,0,0
1129,2019,1460000,5000,1,1,1,0
2182,2017,830000,35000,1,1,1,0
209,2018,430000,5000,4,1,1,1
282,2017,850000,60000,1,1,1,0
1623,2017,650000,70000,4,1,1,0
844,2008,120000,120000,1,1,1,1
1229,2016,730000,65100,1,1,1,1
1506,2019,525000,20000,4,1,0,0
955,2015,600000,108000,1,1,1,0
1634,2019,500000,15000,4,1,1,0
781,2009,150000,77000,4,1,1,0
1721,2015,409999,18500,4,1,1,0
1229,2016,625000,120000,1,1,1,0
1904,2015,290000,15200,4,1,1,0
613,2015,500000,35000,4,1,1,0
829,2011,475000,80000,1,1,1,0
665,2013,190000,70000,4,1,1,0
1277,2014,750000,80000,1,1,1,1
118,2012,495000,82000,1,1,1,2
523,2010,321000,60000,4,1,0,1
2312,2017,585000,50000,4,1,1,0
391,2011,225000,70000,1,1,1,0
453,2017,500000,70000,1,1,1,0
931,2011,350000,90000,1,1,1,2
1469,2016,756000,70000,1,1,1,1
1342,2014,240000,50000,4,1,1,0
1520,2012,80000,120000,4,1,1,1
2018,2018,1250000,25000,1,1,1,0
1202,2009,320000,80000,1,1,1,2
742,2017,509999,25000,4,1,1,0
2263,2019,650000,15000,1,1,1,0
1348,2011,210000,35000,4,1,1,1
1362,2008,110000,80000,4,1,1,1
2178,2017,665000,25000,1,1,1,0
2421,2017,555000,52000,1,1,1,0
2421,2017,560000,52000,1,1,1,0
1111,2016,375000,80000,1,1,1,0
1644,2011,290000,77000,1,1,1,1
2332,2017,2950000,50000,1,1,0,0
1610,2017,605000,127000,1,1,1,0
618,2017,720000,30000,4,1,1,0
1472,2017,800000,70000,1,1,1,0
1266,2017,1325000,54000,1,1,1,0
1810,2011,625000,120000,1,1,1,1
934,2011,350000,116500,1,1,1,0
2357,2012,600000,145000,1,1,1,1
984,2012,300000,120000,4,1,1,0
373,2016,377000,80000,1,1,1,0
1475,2013,450000,140000,4,1,1,0
873,2008,160000,100000,4,1,1,3
893,2019,525000,100000,4,1,1,0
2356,2011,550000,168000,1,1,1,1
118,2010,270000,120000,1,1,1,2
2308,2016,570000,145000,1,1,1,1
394,2011,225000,90000,1,1,1,1
895,2019,590000,90000,4,1,1,0
1012,2018,1675000,80000,1,1,1,0
260,2019,800000,33000,4,0,1,0
141,2014,450000,13500,4,1,1,0
2108,2012,300000,80000,1,1,1,0
926,2017,645000,20000,4,1,1,0
672,2013,200000,40000,4,1,1,0
558,2015,700000,30000,4,1,1,0
1308,2000,45000,50000,4,1,1,1
379,2016,459999,73000,1,1,1,0
1538,2014,325000,90000,1,1,1,1
1721,2015,350000,50000,4,1,1,1
820,2011,440000,80000,1,1,1,2
933,2011,320000,70000,1,1,1,1
158,2011,169000,41000,4,1,1,0
268,2014,350000,113226,1,0,1,0
390,2013,310000,90000,1,1,1,1
1579,2007,150000,70000,4,1,1,2
1177,2010,420000,160500,1,1,1,3
1422,2015,685000,30000,4,1,0,0
1642,2013,470000,120000,1,1,1,2
867,2011,380000,80000,4,1,1,1
1149,2015,670000,57000,1,1,1,1
841,2016,749000,25000,4,1,1,0
643,2015,899000,80000,1,1,1,1
136,2011,290000,88000,1,1,1,2
195,2015,350000,60000,4,1,1,0
1613,2017,500000,43000,4,1,1,0
1963,2014,400000,77000,1,1,0,1
1904,2016,260000,30000,4,1,1,0
1334,2015,220000,40000,4,1,1,1
127,2014,190000,139000,1,1,1,1
735,2016,400000,80000,4,1,1,0
106,2014,170000,76000,1,1,1,1
692,2019,650000,3500,4,1,1,0
1310,2007,60000,62000,4,1,1,1
2157,2007,300000,110000,4,1,1,1
159,2012,125000,40000,4,1,1,1
2055,2013,130000,120000,1,1,1,1
1277,2012,500000,1500000,1,1,1,0
1359,2011,170000,70000,4,1,1,2
1603,2012,310000,77000,1,1,1,1
159,2011,130000,110000,4,1,1,1
1727,2016,465000,20000,4,1,1,0
1091,1995,160000,90000,1,1,1,2
1776,2005,800000,120005,1,1,0,1
1039,2013,500000,70000,1,1,1,0
1890,2017,325000,38000,4,1,1,0
2333,2018,3200000,50000,1,1,1,0
2036,2007,200000,50000,1,1,1,0
1135,2013,450000,52000,1,1,1,0
2111,2012,229999,50000,1,1,1,0
672,2016,340000,30000,4,1,1,0
1049,2014,550000,103000,1,1,1,0
319,2011,975000,93468,1,1,0,1
2433,2010,225000,80000,4,1,1,1
2118,2013,280000,70000,1,1,1,0
2097,2012,259000,35000,1,1,1,0
2332,2018,3200000,60000,1,1,0,0
374,2015,416000,40000,4,1,0,0
2136,2011,250000,70000,1,1,1,0
2123,2010,210000,120000,1,1,1,0
1212,2008,290000,120000,1,1,1,1
2096,2012,220000,90000,1,1,1,0
2116,2012,246000,35000,1,1,1,1
1525,2018,260000,30000,4,1,1,0
635,2018,1050000,70000,1,1,1,0
1657,2016,550000,20000,4,1,1,0
2092,2017,450000,70000,1,1,1,0
559,2016,773000,65000,4,1,1,0
2230,2017,450000,25000,4,1,1,0
1450,2019,409999,10000,4,1,1,0
1323,2003,45000,35000,4,1,1,3
1844,2014,600000,80000,4,1,0,1
109,2010,250000,63000,4,1,1,0
2040,2008,70000,100000,1,1,1,0
1721,2018,430000,16589,4,2,1,0
558,2016,675000,53201,4,2,1,1
1374,2017,570000,25272,4,2,1,0
1681,2017,850000,53619,1,2,1,0
305,2018,640000,6001,4,0,1,0
2089,2013,250000,80000,1,1,1,0
1866,2018,1250000,12000,1,1,1,0
278,2017,889000,25000,4,1,1,0
942,2017,750000,40000,1,1,1,1
1639,2010,320000,130000,1,1,1,2
1428,2018,1000000,40000,1,1,1,0
1749,2000,110000,70000,4,1,1,3
531,2008,250000,120000,4,1,1,1
1610,2015,600000,60000,1,1,1,0
1742,2009,165000,60000,4,1,1,0
1361,2004,118000,60000,4,1,1,1
1376,2016,700000,78000,1,1,1,0
1875,2013,585000,80000,1,1,1,1
1362,2006,120000,120000,4,1,1,3
1359,2006,150000,100000,4,1,1,1
1366,2009,150000,70000,4,1,1,3
633,2004,170000,160000,1,1,1,2
1151,2006,250000,120000,1,1,1,2
620,2005,100000,100000,1,1,1,2
1473,2013,599000,60000,1,1,1,1
118,2010,250000,135000,1,1,1,2
1657,2016,570000,90000,4,1,1,0
2463,2013,440000,75000,1,1,1,1
2347,2005,300000,185000,1,1,1,1
1834,2015,300000,71717,4,1,0,1
1205,2011,500000,150000,1,1,0,1
354,2012,256000,90000,4,1,1,1
1893,2018,409999,35000,4,1,1,0
2340,2015,1888000,120000,1,1,1,1
783,2011,250000,100000,3,1,1,1
578,2009,280000,40000,4,1,0,2
1286,2010,300000,100000,1,1,1,0
2189,2016,900000,120000,1,1,1,0
1747,2014,190000,60000,4,1,1,0
1073,2019,800000,2000,1,1,1,0
1168,2012,450000,100000,1,1,1,0
1287,2015,400000,110000,1,1,1,0
2173,2009,150000,90000,1,1,1,1
2084,2011,200000,84321,1,1,1,0
1283,2013,600000,177000,1,1,1,0
2054,2010,175000,60000,1,1,1,0
2087,2008,99000,205000,1,1,1,1
898,2008,215000,70000,4,1,1,1
1524,2011,190000,70000,4,1,1,2
1863,2013,520000,126000,1,1,1,1
320,2016,2280000,120000,1,1,0,1
2078,2015,285000,70000,1,1,1,0
1226,2017,660000,82000,1,1,1,0
1320,2004,31504,110000,4,1,1,2
1613,2015,515000,45000,4,1,1,1
1835,2012,295000,70000,1,1,1,1
1848,2015,700000,80000,1,1,1,1
1173,2017,1100000,45000,1,1,1,0
1651,2013,450000,41800,4,1,1,0
1496,2010,135000,132000,4,1,1,1
1610,2017,700000,50000,1,1,1,1
1708,2009,140000,96000,4,1,1,1
1292,2012,250000,117000,1,1,1,0
901,2011,210000,110000,4,1,1,1
469,2014,420000,100000,1,1,1,1
1362,2007,130000,88700,4,1,1,2
1837,2012,320000,70000,4,1,1,1
1698,2010,200000,110000,4,1,1,1
1334,2016,310000,15000,4,1,1,0
1245,2012,200000,80000,1,1,1,1
1541,2014,350000,50000,4,1,1,0
674,2018,444000,15000,4,1,1,0
1245,2011,225000,57000,1,1,1,1
1053,2012,600000,75000,1,1,1,0
1450,2013,260000,26000,4,1,1,0
877,2015,375000,160000,1,1,1,0
1364,2010,150000,120000,4,1,1,1
1362,2014,110000,50000,4,1,1,1
1359,2012,225000,40000,4,1,1,0
2308,2011,400000,90000,1,1,1,2
1494,2005,93000,120000,4,1,1,2
558,2017,860000,28000,4,1,1,0
1600,2018,650000,50000,1,1,1,0
1481,2014,650000,90000,1,1,1,0
816,2016,710000,40000,1,1,1,0
370,2017,430000,113000,1,1,1,0
394,2011,220000,100000,1,1,1,0
2212,2010,150000,225000,1,1,1,2
1231,2017,660000,67000,1,1,1,1
106,2011,140000,70000,1,1,1,3
2295,2015,1100000,50000,4,1,1,0
997,2013,2450000,60000,1,1,0,0
2422,2017,625000,34000,1,1,0,0
519,2004,198000,110000,4,1,1,2
759,2001,60000,71000,4,1,1,1
1700,2005,130000,140000,4,1,1,1
533,2012,540000,100000,4,1,1,1
721,2017,550000,10000,4,1,0,0
1410,2018,475000,30000,4,1,1,0
28,2017,2825000,22000,1,0,0,0
583,2020,2125000,5500,1,0,1,0
70,2018,3350000,18000,1,0,0,0
2398,2018,1800000,20000,1,0,0,0
257,2018,910000,20000,1,0,1,0
1395,2019,484999,4875,4,0,1,0
640,2020,1950000,2700,1,0,0,0
1679,2018,950000,58511,1,0,1,0
371,2015,365000,105000,1,0,1,0
1237,2018,900000,26235,1,0,1,0
2182,2017,919999,26766,1,0,1,0
1030,2020,1900000,1600,4,0,0,0
1800,2018,2950000,46000,1,0,1,0
1126,2019,1075000,23000,1,0,1,0
1657,2017,600000,24522,4,0,1,0
41,2017,3200000,13663,1,0,0,0
1960,2019,2600000,11000,1,0,0,0
1681,2016,839000,63000,1,0,1,0
2451,2019,635000,2000,4,0,1,0
1208,2014,550000,300000,1,1,1,2
543,2015,650000,80000,1,1,1,0
600,2011,350000,80000,4,1,1,1
1351,2015,265000,54000,4,1,1,0
1893,2018,330000,30000,4,1,1,0
1452,2019,395000,5000,4,1,1,0
1229,2015,700000,58945,1,1,1,0
394,2012,300000,90000,1,1,1,0
2356,2011,650000,375000,1,1,1,0
1473,2013,625000,160000,1,1,1,2
2466,2014,425000,80000,1,1,1,1
1309,2004,55000,50000,4,1,1,2
2092,2015,250000,80000,1,1,1,1
1044,2015,459999,156975,1,1,1,0
1174,2013,484999,120000,1,1,1,0
1300,2009,161000,120000,1,1,1,2
950,2015,500000,58000,4,1,1,0
1840,2012,350000,50000,4,1,1,0
1505,2017,550000,40000,4,1,0,0
618,2018,850000,7800,4,1,1,0
1334,2016,240000,50000,4,1,1,0
317,2011,950000,68000,1,1,1,0
1475,2015,423000,60000,4,1,1,1
2101,2005,90000,74000,4,1,1,1
2167,2011,350000,58000,1,1,1,1
1327,2011,170000,70000,4,1,1,2
905,2009,150000,110000,4,1,1,1
763,2002,75000,80000,4,1,1,2
985,2016,511000,80000,1,1,1,0
1458,2018,850000,59000,1,1,1,0
1406,2020,420000,25000,4,1,1,0
1334,2014,180000,55000,4,1,1,0
1405,2015,400000,25000,1,1,1,0
1294,2009,150000,300000,1,1,1,0
371,2016,500000,143200,1,1,1,0
1012,2017,1689999,60000,1,1,1,0
1828,2012,204999,120000,1,1,1,0
1433,2014,459999,145000,1,1,1,1
943,2017,600000,30000,4,1,1,0
723,2019,585000,8000,4,1,1,0
317,2012,551000,170000,1,1,1,0
1600,2013,525000,100000,1,1,1,0
1521,2012,160000,62000,4,1,1,0
1283,2014,825000,110000,1,1,1,0
179,2015,600000,80000,1,1,1,1
1733,2002,65000,80000,4,1,1,1
1610,2013,550000,100000,1,1,1,0
1043,2015,650000,120000,1,1,1,0
1610,2019,750000,24000,1,1,1,0
1112,2017,380000,80000,1,1,1,0
831,2012,400000,138000,1,1,1,0
1700,2003,50000,147000,4,1,1,3
1233,2017,750000,60000,1,1,1,0
158,2011,150000,80000,4,1,1,0
2135,2013,260000,189000,1,1,1,0
2481,2014,411000,90000,1,1,0,1
45,2012,1300000,140000,1,1,0,1
1395,2016,351000,60000,4,1,1,0
47,2013,1300000,140000,1,1,0,1
985,2014,450000,56000,1,1,1,0
1282,2012,550000,130000,1,1,1,0
1845,2016,750000,35000,1,1,1,0
1848,2015,800000,35000,1,1,1,0
2160,2011,350000,156000,1,1,1,0
1332,2013,200000,90000,4,1,1,0
2105,2008,150000,60000,1,1,1,2
1847,2016,800000,36000,1,1,1,0
667,2017,350000,20000,4,1,1,1
1158,2006,250000,185000,1,1,1,0
1906,2018,395000,10800,4,1,1,0
1048,2012,450000,120000,1,1,1,0
2198,2012,200000,67500,1,1,1,0
2019,2017,1200000,30000,1,1,1,0
1112,2016,400000,50000,1,1,1,0
1229,2016,650000,100000,1,1,1,0
1036,2016,550000,150000,1,1,1,0
1266,2015,1100000,110000,1,1,1,0
1334,2012,254999,30000,4,1,1,0
1362,2011,180000,60000,4,1,1,0
1286,2010,160000,255000,1,1,1,1
138,2008,225000,120000,1,1,1,1
1334,2015,270000,49900,4,1,1,1
2129,2012,310000,86000,1,1,1,0
207,2015,225000,71850,4,1,1,0
232,2015,300000,95000,1,1,1,2
1617,2008,250000,70000,4,1,1,3
1613,2015,550000,50000,4,1,1,0
1085,2007,300000,120000,1,1,1,2
679,2015,900000,145000,1,1,1,0
2199,2012,254999,190000,1,1,1,2
1284,2018,1530000,40000,1,1,1,0
1376,2015,590000,110000,1,1,1,0
1706,2008,170000,112000,3,1,1,1
9,2017,2600000,70000,1,1,0,0
1538,2016,475000,110000,1,1,1,0
713,2018,700000,29000,1,1,1,0
757,2002,100000,120000,4,1,1,3
1203,2012,440000,120000,1,1,0,2
1727,2016,390000,80000,4,1,1,0
2379,2012,725000,159000,1,1,1,1
1048,2012,325000,110000,1,1,1,1
1362,2010,170000,75000,4,1,1,1
1603,2010,215000,120000,1,1,1,2
526,2010,350000,110000,4,1,1,2
158,2009,80000,80000,4,1,1,3
672,2012,195000,80000,4,1,1,1
1644,2011,280000,85000,1,1,1,0
1835,2014,335000,71000,1,0,1,0
1277,2011,475000,108000,1,0,1,0
1872,2015,484999,75000,1,0,1,0
1425,2018,650000,22000,4,1,1,1
34,2014,1850000,76131,1,1,0,0
919,2018,700000,30000,4,1,1,1
38,2014,3000000,65000,1,1,0,0
1185,2018,900000,60000,1,1,1,0
2463,2013,350000,80000,1,1,1,0
445,2005,285000,80000,4,1,0,1
39,2012,1850000,70000,1,1,0,0
1676,2017,750000,51777,1,0,1,0
1024,2013,1650000,64788,1,0,0,0
476,2018,600000,20000,4,1,1,0
2456,2018,565000,19000,4,1,1,0
187,2000,86000,46951,4,1,1,0
207,2016,329000,19000,4,1,1,0
287,2016,650000,50000,1,1,1,0
643,2015,822000,60000,1,1,1,0
1863,2013,345000,100000,1,1,1,1
1752,2001,30000,10000,4,1,1,0
1642,2012,330000,50000,1,1,1,1
1712,2014,300000,74537,4,1,1,1
1568,2009,200000,90000,4,1,0,1
2055,2012,200000,80000,1,1,1,1
156,2010,90000,70000,4,1,1,1
1724,2010,200000,80000,4,1,1,1
109,2015,250000,23500,4,1,1,0
564,2017,975000,82000,1,1,1,0
2357,2014,900000,100000,1,1,1,1
926,2018,610000,15000,4,1,1,0
1387,2017,620000,30000,1,1,1,0
742,2016,400000,30000,4,1,1,0
1403,2019,500000,11000,4,1,1,0
201,2017,200000,140000,4,1,1,0
2266,2016,360000,110000,1,1,1,0
1348,2012,252000,48000,4,1,1,0
1642,2012,280000,70000,1,1,1,1
1652,2018,509999,70000,4,1,1,1
1149,2016,1050000,58000,1,1,1,0
1706,2010,200000,40000,3,1,1,3
1752,2005,60000,90000,4,1,1,1
1174,2013,520000,110000,1,1,1,0
2165,2007,250000,80000,1,1,1,1
1679,2017,725000,60000,1,1,1,0
1050,2015,585000,50000,1,1,1,0
2230,2017,430000,25000,4,1,1,0
1642,2011,235000,100000,1,1,1,1
1612,2012,350000,52000,1,1,1,2
902,2010,131000,80000,4,1,1,2
481,2016,450000,85000,1,1,1,0
1681,2016,750000,83000,1,1,1,0
1708,2009,125000,120000,4,1,1,3
1048,2014,500000,100000,1,1,1,0
1642,2012,380000,70000,1,1,1,2
1362,2008,128000,19000,4,1,1,0
522,2009,250000,68600,4,1,1,2
1076,2017,690000,60000,1,1,1,0
1050,2014,650000,65000,1,1,1,1
534,2012,560000,40000,4,1,1,1
2055,2012,120000,160000,1,1,1,1
1395,2016,400000,25000,4,1,1,0
1351,2012,200000,29500,4,1,1,0
869,2018,950000,13887,4,1,1,0
1342,2016,300000,50000,4,1,1,1
1902,2016,315000,30000,4,1,1,1
1334,2012,220000,100000,4,1,1,0
95,2011,130000,60000,4,1,1,1
989,2016,595000,60000,1,1,1,1
2078,2011,110000,120000,1,1,1,0
277,2017,680000,13500,4,1,1,0
229,2013,280000,52000,1,1,1,0
1375,2017,530000,30000,4,1,1,1
891,2017,610000,14000,4,1,1,0
2009,2014,500000,90000,1,1,1,1
2243,2018,500000,50000,1,1,1,0
1286,2010,250000,120000,1,1,1,1
672,2018,325000,10000,4,1,1,0
1375,2018,550000,10000,4,1,1,0
1418,2018,720000,25000,4,1,1,0
869,2017,950000,20000,4,1,1,0
1642,2013,350000,60000,1,1,1,0
724,2018,500000,40000,4,1,1,0
