selling_price,torque,max_power,km_driven
1250000,280.0,120.0,30000
320000,190.0,74.0,120000
400000,305.0,123.7,64000
320000,190.0,73.94,120000
170000,62.0,46.3,59000
155000,150.0,57.6,98000
240000,190.0,0.0,70000
320000,190.0,74.0,120000
620000,200.0,83.8,140000
550000,170.0,67.04,40000
600000,200.0,98.6,90000
649000,330.0,140.0,117000
625000,200.0,98.6,90000
125000,90.3,63.0,70000
305000,171.0,72.4,230000
285000,145.0,103.3,155000
600000,320.0,138.03,60000
426000,115.0,82.0,110000
180000,135.0,71.0,120000
400000,259.8,126.32,100000
120000,108.0,79.4,40000
300000,200.0,88.8,110000
190000,90.0,67.1,92500
380000,72.0,53.3,15000
740000,195.0,70.0,14000
260000,72.0,53.64,35000
320000,90.0,67.05,32000
211000,77.0,58.16,90000
380000,90.0,67.05,14000
160000,142.5,56.3,70000
1270000,151.0,121.3,20000
300000,77.0,58.2,300000
405000,190.0,74.0,100000
850000,330.0,140.0,64800
680000,195.0,70.0,90000
426999,114.0,82.0,80000
525000,219.7,88.7,248000
1019999,200.0,100.6,60000
245000,20.4,102.0,120000
869999,259.88,126.2,120000
160000,77.0,58.2,66444
700000,200.0,88.5,86000
300000,200.0,84.8,90000
175000,172.0,130.0,218463
960000,20.4,102.0,153000
525000,247.0,105.0,70000
345000,160.0,70.0,60000
390000,109.0,86.7,50000
275000,104.0,67.0,20000
310000,108.5,82.4,35000
500000,113.75,81.86,20000
200000,205.0,76.9,70000
650000,230.0,88.0,53000
1031000,200.0,97.9,60000
330000,94.14,68.05,70000
399000,99.0,68.0,4000
250000,111.7,78.9,103000
375000,190.0,74.0,77000
375000,250.0,103.6,90000
445000,259.9,126.3,87185
55000,90.0,67.1,167000
611000,219.7,88.73,77000
459999,219.7,88.7,110000
275000,16.3,68.0,120000
185000,96.1,62.1,170000
390000,259.8,126.32,100000
72000,90.3,62.0,40000
500000,170.0,67.05,125000
200000,77.0,58.2,137000
1575000,360.0,152.87,18000
511000,114.0,82.0,30000
150000,115.0,88.7,55000
1500000,245.0,163.7,40000
185000,69.0,47.3,80000
550000,115.0,83.1,30000
325000,90.0,67.05,3564
525000,190.0,74.0,80000
1050000,321.0,139.01,13000
300000,140.0,69.0,120000
120000,108.0,79.4,90000
2625000,430.0,177.0,9000
3200000,430.0,177.0,45000
503000,320.0,147.94,110000
3800000,400.0,190.0,20000
2000000,213.0,157.7,68089
225000,90.0,67.05,58343
740000,190.0,74.0,38817
550000,110.0,88.7,56494
750000,200.0,100.6,79328
650000,113.0,81.8,5621
600000,113.0,81.8,69779
450000,190.24,73.97,56290
5400000,400.0,190.0,7500
5500000,400.0,190.0,8500
779000,110.0,88.76,7032
645000,153.0,103.5,11000
2475000,350.0,150.0,2000
170000,96.1,62.1,50000
320000,140.0,69.0,42000
350000,90.0,67.04,17000
500000,113.0,81.8,40000
135000,13.5,70.0,137000
340000,72.0,53.3,20000
330000,113.75,81.86,70000
350000,145.0,103.3,48756
400000,180.4,71.0,110000
325000,160.0,67.0,80322
1000000,280.0,120.0,35000
850000,200.0,75.0,110000
350000,200.0,88.8,70000
2625000,430.0,177.0,9000
5150000,202.0,214.56,20000
3200000,430.0,177.0,45000
503000,320.0,147.94,110000
3800000,400.0,190.0,20000
2000000,213.0,157.7,68089
225000,90.0,67.05,58343
740000,190.0,74.0,38817
550000,110.0,88.7,56494
750000,200.0,100.6,79328
650000,113.0,81.8,5621
625000,132.0,88.73,25538
450000,190.24,73.97,56290
5400000,400.0,190.0,7500
5500000,400.0,190.0,8500
779000,110.0,88.76,7032
645000,153.0,103.5,11000
2475000,350.0,150.0,2000
500000,170.0,67.05,90000
550000,200.0,98.6,120000
925000,320.0,138.1,60000
509999,290.0,120.0,97000
250000,220.0,95.0,100000
500000,114.73,81.86,36000
1050000,219.7,88.7,27000
415000,101.0,73.0,15000
190000,69.0,47.3,60000
680000,190.0,74.02,120000
190000,69.0,47.3,60000
479000,290.0,120.0,173000
270000,69.0,47.3,60000
170000,99.04,68.05,70000
764000,130.0,91.1,25000
310000,69.0,47.3,35000
620000,195.0,70.0,100000
280000,74.5,55.2,31000
1500000,360.0,168.5,80000
450000,114.0,82.0,40000
3600000,619.0,254.8,50000
285000,146.0,99.6,60000
1100000,380.0,181.0,60000
350000,250.0,103.6,110000
600000,130.0,91.1,35000
570000,115.0,83.1,35000
325000,90.0,67.05,20000
975000,320.0,140.0,54000
480000,114.7,81.83,60000
185000,69.0,47.3,10300
1050000,259.9,126.2,50000
760000,113.0,81.8,3000
570000,95.0,75.0,5000
775000,140.0,110.4,30000
750000,560.0,258.0,60000
140000,90.3,62.0,100000
220000,69.0,47.3,40000
184000,96.1,62.1,15000
440000,114.7,81.83,50000
650000,220.0,88.73,80000
660000,230.0,100.0,50000
380000,85.0,61.7,30000
415000,205.0,87.2,125000
225000,99.04,68.05,110000
600000,200.0,88.76,30000
620000,200.0,88.8,148000
750000,240.0,100.0,35000
400000,114.0,82.0,80000
110000,90.0,67.1,110000
119000,135.4,70.0,95000
600000,200.0,98.6,25000
200000,90.0,67.1,80000
280000,200.0,88.7,60000
375000,153.0,105.0,100000
350000,104.0,67.0,50000
620000,190.25,73.97,31000
570000,190.0,74.0,120000
290000,190.0,73.9,105000
711000,200.0,88.5,120000
370000,190.0,74.0,60000
550000,113.0,88.5,15000
325000,114.0,85.8,150000
670000,200.0,98.63,93000
385000,99.04,68.05,42000
114999,96.1,62.1,80000
200000,96.1,62.1,90000
860000,200.0,88.5,6500
600000,190.0,74.0,60000
265000,90.0,67.05,110000
155000,90.0,55.23,60000
900000,200.0,88.5,60000
650000,200.0,88.76,170000
70000,59.0,37.0,220000
180000,69.0,47.3,80000
200000,74.5,55.2,57000
300000,99.04,68.05,100000
650000,154.9,121.3,40000
400000,114.0,82.0,90000
310000,260.0,112.0,86000
70000,48.0,35.0,15000
675000,195.0,62.1,70000
350000,146.0,99.6,120000
240000,90.0,67.05,80000
185000,135.0,69.01,80000
135000,62.0,46.3,100000
500000,259.8,126.32,80000
300000,320.0,138.0,108957
328000,114.0,84.0,68000
575000,280.0,118.3,110000
700000,260.0,112.0,50000
105000,84.0,67.0,100000
60000,59.0,37.0,80000
112999,62.0,46.3,80000
229999,135.4,70.0,120000
325000,160.0,68.0,150000
650000,114.7,81.83,20000
85000,13.5,70.0,80000
570000,200.0,98.6,93000
525000,190.0,74.0,134000
350000,113.7,82.85,90000
250000,113.0,85.0,60000
300000,220.0,95.0,120000
1325000,350.0,170.0,30000
650000,219.7,88.73,22200
520000,113.75,81.86,6000
500000,113.0,81.8,32000
220000,72.0,53.3,90000
650000,200.0,88.5,78000
819999,110.0,88.7,12000
645000,200.0,83.8,120000
780000,200.0,88.5,40000
215000,12.7,78.0,110000
600000,20.4,102.0,260000
114999,62.0,46.3,10000
75000,99.8,64.4,12000
120000,108.0,79.4,60000
250000,72.0,53.3,41000
200000,59.0,34.2,25000
560000,200.0,98.6,50000
575000,113.0,81.8,10000
620000,195.0,70.0,40000
525000,290.0,120.0,120000
635000,190.0,74.0,40000
39000,59.0,37.0,42108
550000,215.0,99.0,70000
145000,113.0,73.9,150000
130000,13.5,70.0,100000
825000,200.0,88.5,79000
1650000,360.0,168.5,91000
875000,200.0,88.5,50000
650000,200.0,88.5,81000
2000000,600.0,270.9,51000
2850000,380.0,184.0,27000
2800000,380.0,174.33,26000
3900000,400.0,187.74,17100
246000,190.0,74.0,56000
1450000,250.0,160.0,22000
850000,145.0,117.3,30000
560000,250.0,108.6,43001
575000,200.0,88.5,60000
470000,90.0,67.04,9000
221000,135.0,69.01,65000
700000,330.0,141.0,62000
1950000,400.0,181.0,48000
875000,259.9,126.2,72000
850000,259.87,126.2,35000
550000,200.0,83.8,100600
480000,190.0,74.0,105000
1050000,280.0,120.0,90000
631000,195.0,62.1,92385
165000,51.0,37.5,25000
320000,114.0,85.8,60000
360000,114.0,85.8,100000
175000,16.6,127.0,25000
725000,219.7,88.73,120000
280000,197.0,75.0,185000
325000,180.0,73.9,134000
500000,113.75,81.86,120000
825000,330.0,140.0,165000
350000,190.0,73.94,120000
470000,22.4,90.0,89000
125000,16.0,65.0,120000
140000,16.6,127.0,120000
484999,200.0,98.6,50000
308000,69.0,47.3,15000
570000,113.75,81.86,13000
900000,343.0,171.0,240000
1800000,350.0,170.0,45000
680000,113.0,81.8,28000
700000,190.0,74.02,70000
280000,74.5,55.2,90000
125000,135.0,71.0,120000
1050000,200.0,100.6,120000
400000,250.0,103.6,120000
850000,330.0,140.0,120000
475000,219.7,88.73,83000
150000,130.0,92.0,40000
2900000,420.0,174.5,46000
1100000,200.0,100.6,137000
285000,69.0,47.3,25000
650000,190.24,73.97,50000
275000,90.0,66.1,60000
60000,59.0,37.0,100000
229999,16.0,65.0,105000
300000,90.0,67.05,20000
940000,200.0,88.5,50000
600000,200.0,88.5,120000
800000,190.0,74.0,70000
580000,200.0,84.8,90000
450000,114.0,84.0,75000
290000,305.0,123.7,82500
530000,200.0,98.6,110000
960000,219.66,88.76,20000
290000,146.0,118.0,110000
160000,12.5,68.0,100000
400000,90.0,67.0,52000
700000,200.0,88.5,90000
361000,250.0,103.6,90000
390000,219.6,88.76,53000
200000,190.0,75.0,180000
390000,219.6,88.76,53000
500000,190.0,74.0,53000
503000,320.0,147.94,110000
775000,200.0,88.5,32000
750000,200.0,88.5,5000
570000,114.7,81.83,25000
484999,110.0,88.7,30000
700000,145.0,117.3,43000
415000,144.15,113.42,60000
484999,205.0,98.96,54000
675000,200.0,88.5,52000
680000,140.0,110.4,50000
235000,69.0,47.3,52000
1700000,360.0,152.87,15000
1200000,330.0,140.0,50000
630000,200.0,98.6,56000
640000,215.0,99.0,82000
355000,114.0,82.0,121000
560000,290.0,120.0,101903
580000,190.0,74.0,120000
185000,160.0,68.0,85568
660000,115.0,83.1,10000
220000,94.14,68.05,10000
150000,96.1,62.1,60000
509999,113.0,81.8,10000
515000,195.0,62.1,60000
1250000,200.0,120.7,42000
350000,172.5,73.8,50000
375000,90.0,67.05,11500
950000,219.7,88.7,15000
615000,190.0,74.0,32000
275000,114.0,85.8,50000
7200000,620.0,265.0,5000
400000,101.0,73.0,10000
930000,200.0,88.5,15000
310000,114.0,85.8,100000
320000,170.0,67.05,120000
1670000,343.0,147.8,25000
356000,190.0,74.0,70000
500000,146.0,116.3,32000
409999,114.0,84.0,35000
980000,200.0,88.5,50000
150000,180.0,63.0,100000
750000,110.0,88.7,3100
500000,250.0,157.75,60000
355000,190.0,74.0,170000
200000,135.0,71.0,50000
370000,20.4,102.0,120000
450000,114.0,82.0,20000
486000,114.0,82.0,10000
242000,200.0,88.8,120000
580000,113.75,81.86,25000
500000,205.0,98.59,130000
710000,182.5,63.0,60000
220000,180.0,75.0,70000
654000,113.0,81.8,1000
835000,153.0,103.2,10000
250000,14.9,101.0,47000
600000,113.0,81.8,18000
459999,115.0,83.14,60000
275000,91.0,67.0,20000
408000,112.0,86.8,60000
1200000,360.0,152.87,25000
375000,113.75,81.86,52000
94500,62.0,46.3,44000
300000,110.0,73.9,17000
350000,146.0,118.0,35000
975000,343.0,171.0,120000
600000,114.7,81.83,100000
700000,200.0,100.6,300000
640000,195.0,70.0,90000
1110000,259.9,126.2,186000
570000,200.0,88.76,79000
451999,20.4,102.0,120000
240000,72.0,53.3,59300
350000,190.0,74.0,60000
360000,153.0,103.6,60000
250000,102.0,70.0,80000
550000,113.0,81.8,11500
180000,74.5,55.2,56000
425000,200.0,98.6,68000
409999,114.0,84.0,25000
438999,114.0,84.0,25000
225000,104.0,67.04,100000
580000,180.0,63.0,95000
200000,114.0,85.8,100000
250000,197.0,75.0,47000
170000,190.0,73.9,175000
300000,114.0,85.8,60000
160000,180.0,63.0,300000
409999,190.0,74.0,150000
350000,22.4,90.0,110000
310000,72.0,53.3,25000
135000,62.0,46.3,95000
220000,113.0,73.9,100000
570000,113.75,81.86,20000
500000,190.0,74.0,84000
875000,219.7,88.73,40000
210000,135.4,70.0,100000
210000,135.4,70.0,120000
200000,96.1,62.1,80000
175000,62.0,46.3,175000
700000,114.7,81.83,30000
700000,114.7,81.83,30000
550000,113.75,81.86,28000
210000,11.4,80.0,89322
175000,150.0,57.6,76000
180000,62.0,46.3,70000
118000,62.0,46.3,110000
170000,24.0,110.0,120000
120000,84.0,64.0,110000
700000,190.0,74.0,60000
80000,84.0,67.0,63000
425000,190.0,74.0,120000
625000,114.7,81.83,23511
640000,114.7,81.83,22512
180000,111.7,78.9,120000
155000,113.0,73.9,120000
85000,84.0,67.0,100000
250000,111.7,78.9,70000
1000000,154.9,121.3,15000
350000,104.0,67.0,16500
740000,190.0,74.02,50000
300000,91.0,67.0,19000
550000,250.0,108.62,50000
710000,195.0,62.1,70000
700000,195.0,62.1,70000
550000,195.0,62.1,120000
375000,99.04,68.05,60000
600000,320.0,138.03,60000
380000,190.0,74.0,76000
300000,190.0,73.94,70000
45000,59.0,37.0,80000
450000,20.4,102.0,210000
650000,96.0,72.0,5000
200000,77.0,58.2,70000
350000,190.0,74.0,85000
911999,200.0,88.5,25000
650000,113.0,81.8,15000
350000,114.0,85.8,30000
190000,59.0,34.2,80000
1200000,259.87,126.2,40000
305000,195.0,62.1,160000
850000,259.9,126.2,108000
350000,25.5,105.0,120000
180000,96.1,62.1,55000
200000,320.0,138.1,110000
375000,170.0,67.05,80000
229999,109.0,86.8,110000
135000,90.0,67.1,62900
425000,320.0,138.1,120000
1350000,330.0,140.0,70000
480000,33.7,143.0,70000
455000,190.0,74.02,60000
320000,90.0,67.04,60000
693000,117.0,81.86,4000
830000,200.0,88.5,35000
1100000,145.0,117.3,26000
325000,200.0,88.7,50000
215000,74.5,55.2,50000
560000,113.0,81.8,25000
400000,90.0,67.04,30000
2625000,430.0,177.0,9000
5150000,202.0,214.56,20000
3200000,430.0,177.0,45000
503000,320.0,147.94,110000
3800000,400.0,190.0,20000
2000000,213.0,157.7,68089
225000,90.0,67.05,58343
740000,190.0,74.0,38817
550000,110.0,88.7,56494
750000,200.0,100.6,79328
650000,113.0,81.8,5621
625000,132.0,88.73,25538
600000,113.0,81.8,69779
450000,190.24,73.97,56290
5500000,400.0,190.0,8500
779000,110.0,88.76,7032
645000,153.0,103.5,11000
2475000,350.0,150.0,2000
725000,205.0,98.96,45000
225000,90.0,67.05,58343
740000,190.0,74.0,38817
650000,113.0,81.8,5621
600000,113.0,81.8,69779
450000,190.24,73.97,56290
325000,109.0,86.8,52442
229999,111.7,78.9,39000
400000,285.0,186.0,42000
449000,110.0,74.0,34156
455000,113.75,81.86,34152
1750000,400.0,187.74,37000
1390000,360.0,171.5,98000
1150000,151.0,121.3,31000
650000,114.7,81.83,62841
950000,259.9,126.2,38600
698000,190.0,74.02,27654
975000,259.9,126.2,48698
445000,113.0,81.8,32995
539000,190.0,74.0,60000
550000,290.0,120.0,260000
550000,200.0,83.8,130000
330000,180.0,73.9,120000
220000,74.5,55.2,80000
415000,114.0,85.8,60000
150000,62.0,46.3,75000
150000,115.0,83.0,89000
240000,24.0,110.0,110000
170000,62.0,46.3,90000
550000,200.0,88.5,40000
500000,104.0,76.0,26000
180000,220.0,95.0,120000
360000,115.0,82.0,29000
400000,114.0,85.8,120000
120000,12.5,94.0,70000
765000,200.0,88.5,100000
919999,200.0,88.5,90150
730000,170.0,67.05,90000
320000,190.0,74.0,120000
455000,200.0,98.6,90000
350000,104.0,67.0,50000
509999,240.0,100.0,110000
175000,13.5,70.0,85700
325000,180.0,63.0,178000
300000,111.8,78.9,30000
500000,200.0,98.6,100000
562000,115.0,83.1,25339
484999,190.0,88.7,35000
280000,111.8,78.9,35000
571000,200.0,88.76,68000
400000,114.0,85.8,40000
295000,135.0,69.01,120000
250000,102.0,70.0,25000
610000,195.0,62.1,40000
175000,190.0,74.0,60000
204999,160.0,68.0,70000
750000,330.0,140.0,80000
651000,219.66,88.76,42323
1075000,400.0,190.0,42545
690000,200.0,88.5,32000
589000,190.0,74.0,41232
445000,210.0,74.96,40200
465000,200.0,98.63,27233
225000,116.0,90.0,35000
445000,250.0,83.8,63000
445000,210.0,74.96,62000
450000,320.0,138.1,68240
525000,190.0,74.0,38000
200000,90.0,67.1,35000
825000,219.7,88.7,39000
599000,215.0,98.96,92651
490000,113.0,85.0,28000
500000,140.0,88.7,40000
1100000,330.0,140.0,88754
675000,120.0,94.93,7000
1350000,330.0,138.0,40000
570000,113.75,81.86,20000
455000,190.24,73.97,50000
165000,74.5,55.2,45000
925000,145.0,117.3,22000
215000,140.0,69.01,100000
470000,113.0,81.8,23700
470000,113.0,81.8,23700
650000,200.0,88.5,60000
900000,240.0,108.45,50000
190000,160.0,67.0,100000
715000,219.66,88.73,60000
227999,140.0,69.01,60000
450000,190.0,74.0,50000
200000,142.5,56.3,40000
400000,77.0,58.16,110000
725000,200.0,88.5,110000
300000,160.0,68.05,80000
1151000,200.0,100.6,69500
225000,104.0,67.0,33000
630000,117.0,81.86,5000
351000,111.7,78.9,25000
199000,180.0,75.0,50000
850000,320.0,147.94,50000
105000,190.0,75.0,120000
300000,200.0,90.0,120000
430000,240.0,100.0,110000
2100000,470.0,197.0,80000
540000,190.24,73.97,30000
175000,9.8,63.0,60000
1150000,259.9,126.2,44000
350000,69.0,47.3,5000
690000,114.73,81.86,18000
535000,219.7,88.73,80000
730000,200.0,88.5,100000
650000,113.0,81.8,33000
520000,20.4,102.0,162000
360000,113.75,81.86,65000
250000,190.0,73.9,170000
575000,250.0,108.62,40000
170000,135.0,69.0,120000
711000,200.0,88.5,53000
250000,90.0,67.1,90000
675000,190.0,74.0,35000
325000,90.0,67.04,50000
250000,69.0,47.3,20000
740000,190.0,74.0,38000
3975000,400.0,188.0,31800
5150000,202.0,214.56,20000
3200000,430.0,177.0,45000
4100000,347.0,280.0,17000
4500000,382.0,148.31,21000
3790000,400.0,187.74,29500
1750000,226.0,187.4,73000
1864999,250.0,177.46,50000
800000,200.0,88.5,28050
1825000,226.0,187.4,58000
425000,200.0,83.8,69000
4090000,510.0,224.0,70000
910000,259.87,126.2,40000
625000,173.0,138.03,39000
3400000,400.0,190.0,22000
535000,200.0,88.5,40000
325000,195.0,62.1,142000
500000,113.0,81.8,22947
300000,111.8,78.9,30000
270000,74.5,55.2,7672
160000,62.0,46.3,36659
210000,59.0,34.2,60000
850000,330.0,140.0,120000
880000,330.0,140.0,120000
150000,8.6,64.9,39000
775000,230.0,100.0,45000
160000,62.0,46.3,70000
220000,160.0,68.0,100000
670000,219.7,88.73,48000
780000,219.7,88.73,35000
515000,115.0,83.1,23000
800000,219.7,88.73,14000
800000,219.7,88.73,14000
850000,330.0,140.0,60000
200000,74.5,55.2,60000
140000,155.0,70.0,150000
800000,154.9,121.3,80000
250000,90.0,67.1,35000
800000,200.0,88.5,44500
600000,200.0,88.5,60000
250000,240.0,78.0,120000
500000,200.0,98.6,80000
750000,103.0,80.0,9900
650000,190.0,74.0,68000
350000,104.0,78.9,40000
950000,200.0,98.6,60000
580000,171.0,72.4,110000
640000,113.75,81.86,10000
800000,290.0,120.0,80000
347000,90.0,66.1,30000
1000000,330.0,140.0,120000
300000,74.5,55.2,35000
493000,114.0,84.0,40000
370000,114.0,82.0,60000
250000,190.0,73.9,90000
300000,91.0,67.0,20000
450000,91.0,67.0,40000
185000,160.0,68.0,124316
1225000,300.0,115.0,6544
1000000,200.0,100.6,50000
1100000,360.0,152.87,50000
360000,113.75,81.86,30000
285000,114.0,85.8,69000
350000,190.0,77.0,49600
130000,99.04,68.05,30000
500000,172.5,73.74,198000
685000,115.0,83.1,19000
399000,85.0,61.7,5000
525000,113.75,81.86,10000
765000,130.0,91.1,40000
450000,190.0,74.0,97000
390000,104.0,67.04,30000
940000,200.0,88.5,120000
650000,248.0,108.45,120000
320000,160.0,68.0,103994
145000,16.1,125.0,70000
670000,215.0,99.0,70000
350000,200.0,88.8,115000
285000,190.0,74.0,178000
300000,90.0,67.1,40000
300000,160.0,68.0,80000
810000,550.0,241.4,98000
90000,12.5,62.0,118000
100000,62.0,46.3,100000
90000,85.0,52.8,120000
459999,277.5,115.0,120000
525000,20.4,102.0,217000
250000,90.0,67.1,65000
300000,111.8,78.9,41000
130000,11.5,88.2,120000
199000,90.0,67.1,70000
545000,200.0,83.8,90000
570000,200.0,88.8,80000
150000,13.5,100.0,120000
114999,62.0,46.3,100000
450000,114.0,84.0,35000
600000,96.0,72.0,5000
610000,200.0,88.5,110000
690000,114.7,81.83,20000
790000,170.0,108.5,15000
254999,90.0,67.1,40000
500000,110.0,88.7,41000
340000,180.0,63.0,100000
245000,180.0,63.0,110000
340000,160.0,67.0,120000
221000,90.0,67.05,35008
270000,72.0,53.64,31100
455000,180.4,71.0,42312
300000,132.0,88.7,72000
480000,170.0,67.04,54891
1000000,259.87,126.2,30000
2600000,400.0,190.0,44000
1850000,360.0,171.5,18890
1000000,320.0,148.0,75010
245000,160.0,63.1,100000
625000,114.0,82.0,4337
560000,95.0,75.0,14495
1475000,360.0,152.87,24000
425000,205.0,87.2,83585
550000,175.0,103.6,31000
1475000,343.0,147.8,100000
750000,200.0,83.8,48406
570000,219.7,88.73,56239
585000,115.0,83.1,33243
600000,110.0,88.7,26000
415000,170.0,67.05,90000
540000,114.7,81.83,38000
180000,74.5,55.2,60000
450000,114.0,85.8,30000
200000,106.5,76.8,50000
425000,114.0,84.0,42000
150000,10.7,70.0,15858
310000,69.0,47.3,15000
500000,171.0,72.4,50000
200000,150.0,57.6,60000
900000,200.0,83.8,35000
75000,72.9,35.5,90000
400000,113.0,83.11,50000
650000,200.0,98.6,110000
480000,190.0,74.0,87847
140000,62.0,46.3,35000
550000,113.0,81.8,5000
380000,90.0,67.0,29000
630000,113.0,81.8,15000
250000,72.0,53.3,40000
120000,62.0,46.3,17000
287000,200.0,88.8,120000
550000,115.0,83.1,45000
950000,280.0,120.0,60000
1630000,350.0,138.1,25000
501000,204.0,89.75,80000
550000,195.0,62.1,70000
300000,69.0,47.3,25000
300000,90.0,67.04,50000
280000,170.0,67.06,100000
416000,136.0,110.4,40000
260000,59.0,34.2,30000
550000,108.5,82.4,15000
700000,330.0,140.0,100000
181000,100.0,64.1,70000
365000,290.0,120.0,110000
400000,90.0,67.1,10000
210000,111.8,78.9,110000
500000,259.8,126.32,87000
2711000,430.0,177.0,9000
5150000,202.0,214.56,20000
3200000,430.0,177.0,45000
503000,320.0,147.94,110000
3800000,400.0,190.0,20000
2000000,213.0,157.7,68089
225000,90.0,67.05,58343
740000,190.0,74.0,38817
750000,200.0,100.6,79328
650000,113.0,81.8,5621
625000,132.0,88.73,25538
600000,113.0,81.8,69779
450000,190.24,73.97,56290
5400000,400.0,190.0,7500
5500000,400.0,190.0,8500
779000,110.0,88.76,7032
645000,153.0,103.5,11000
2475000,350.0,150.0,2000
735000,190.0,74.0,70000
550000,140.0,88.7,120000
509999,200.0,88.8,148000
459999,219.6,88.76,60000
310000,69.0,47.3,18000
105000,62.0,46.3,96000
430000,200.0,98.6,97000
360000,219.6,88.76,210000
400000,250.0,105.0,60000
580000,110.0,88.7,35000
140000,160.0,65.0,120000
210000,135.4,70.0,100000
550000,114.0,82.0,20000
120000,113.0,84.8,110000
400000,200.0,100.6,35000
1035000,200.0,98.6,15000
625000,200.0,88.5,90000
200000,111.7,78.9,40000
316000,200.0,88.76,140000
813000,200.0,88.5,110000
1575000,360.0,171.5,55000
900000,200.0,100.0,73000
650000,200.0,88.76,100000
459999,215.0,99.0,32000
565000,190.0,74.0,70000
150000,90.3,62.0,80000
480000,380.0,181.0,110000
70000,84.0,64.0,80000
1190000,245.0,204.0,80000
900000,205.0,98.96,19000
600000,219.7,88.73,40000
1100000,280.0,120.0,52269
120000,57.0,32.8,170000
120000,59.0,34.2,140000
120000,59.0,34.2,170000
229999,11.4,80.0,60000
570000,109.0,86.7,15780
575000,259.8,126.32,106000
280000,250.0,103.6,80000
580000,219.66,88.73,74000
875000,200.0,88.5,35000
500000,259.8,126.32,70000
700000,200.0,88.5,60000
388000,112.0,86.8,50000
225000,111.8,78.9,80000
90000,100.0,64.08,90000
600000,248.0,108.45,114000
235000,11.4,80.0,100000
350000,22.4,90.0,100000
235000,111.8,78.9,80000
190000,62.0,46.3,35000
325000,200.0,88.8,79000
550000,114.7,81.83,2360457
300000,250.0,103.6,120000
550000,114.0,84.0,10000
720000,330.0,140.0,150000
310000,69.0,47.3,10000
150000,77.0,58.2,70000
260000,135.4,70.0,46000
55000,12.5,94.0,120000
450000,190.0,74.0,108800
199000,111.8,78.9,70000
1000000,200.0,75.0,35000
240000,160.0,68.0,72000
350000,72.0,53.3,40000
530000,195.0,62.1,120000
150000,90.3,62.0,35000
625000,117.0,81.86,12500
210000,72.0,53.3,210000
700000,190.0,74.02,100000
156000,96.1,62.1,110000
700000,195.0,70.0,103000
194000,84.0,67.0,577414
120000,62.0,46.3,100000
415000,109.0,86.7,45000
450000,109.0,86.7,45000
325000,109.0,86.8,40000
265000,74.5,55.2,100000
100000,6.1,35.0,120000
5150000,202.0,214.56,20000
3200000,430.0,177.0,45000
503000,320.0,147.94,110000
3800000,400.0,190.0,20000
2000000,213.0,157.7,68089
225000,90.0,67.05,58343
740000,190.0,74.0,38817
550000,110.0,88.7,56494
750000,200.0,100.6,79328
650000,113.0,81.8,5621
625000,132.0,88.73,25538
600000,113.0,81.8,69779
450000,190.24,73.97,56290
5400000,400.0,190.0,7500
5500000,400.0,190.0,8500
645000,153.0,103.5,11000
2475000,350.0,150.0,2000
400000,200.0,88.7,100000
345000,219.7,88.8,40000
850000,247.0,105.0,15000
620000,113.0,81.8,15000
700000,115.0,83.1,10000
200000,190.0,74.0,90000
660000,195.0,70.0,80000
1700000,400.0,175.56,39000
90000,85.0,52.8,60000
1050000,330.0,140.0,28000
160000,102.0,70.0,90000
150000,172.0,130.0,80000
200000,90.0,67.1,35000
365000,205.0,87.2,185000
140000,96.0,67.0,110000
360000,209.0,91.72,100000
200000,12.7,78.0,110000
250000,25.5,106.0,100000
229999,25.5,106.0,110000
320000,16.3,68.0,130000
1200000,151.0,121.3,27000
740000,115.0,83.1,9000
345000,219.7,88.8,40000
570000,113.0,81.8,19000
490000,113.0,81.8,10000
250000,140.0,70.0,100000
430000,90.0,67.0,20000
225000,74.5,55.2,35000
850000,247.0,105.0,15000
620000,113.0,81.8,15000
440000,219.7,88.73,70000
800000,200.0,88.5,70000
700000,115.0,83.1,10000
600000,190.0,74.0,47000
200000,190.0,74.0,90000
660000,195.0,70.0,80000
1700000,400.0,175.56,39000
450000,160.0,70.0,53000
420000,190.0,74.0,105000
500000,20.4,102.0,121941
350000,114.0,84.0,15000
280000,220.0,95.0,100000
425000,200.0,83.8,152186
295000,111.7,78.9,82246
540000,113.0,81.8,20000
754000,190.0,74.02,40000
650000,20.4,102.0,89580
550000,20.4,102.0,250000
550000,20.4,102.0,250000
675000,112.0,86.8,2789
700000,215.0,98.97,35278
795000,215.0,98.97,2860
515000,20.4,102.0,200000
450000,115.0,82.0,20000
155000,10.4,66.6,60000
250000,160.0,68.0,78562
450000,259.8,126.32,96000
450000,259.8,126.32,96000
55599,59.0,37.0,36088
420000,219.7,88.73,50000
750000,200.0,88.5,40000
450000,104.0,67.05,10000
175000,190.0,75.0,60000
650000,114.73,81.86,10000
1050000,200.0,88.5,10000
375000,259.8,126.32,35000
1100000,420.7,194.3,80000
1550000,360.0,152.87,28000
620000,215.0,99.0,35000
1511000,350.0,170.0,32000
135000,90.0,67.1,40000
375000,259.8,126.32,35000
1650000,360.0,152.87,25000
320000,90.0,67.05,50000
400000,190.0,73.9,129000
900000,330.0,140.0,100000
310000,69.0,47.3,30000
595000,170.0,108.5,28000
800000,200.0,88.5,60000
350000,128.0,86.0,70000
275000,135.4,70.0,110000
420000,101.0,73.0,10000
