torque,max_power,km_driven,selling_price
187.0,82.0,100000,100000
85.0,52.8,75958,55000
200.0,88.5,15381,800000
190.0,90.0,225000,150000
200.0,88.7,35000,400000
200.0,88.5,25000,1030000
200.0,88.76,80000,640000
114.7,81.83,2388,730000
59.0,37.0,120000,100000
420.0,174.5,148120,1500000
90.0,67.1,500000,229999
180.0,63.0,170000,145000
99.04,68.05,102000,125000
400.0,190.0,7500,5400000
160.0,70.0,60000,300000
91.0,67.0,35000,240000
250.0,118.35,90000,250000
135.4,70.0,110000,240000
171.0,72.4,120000,434000
190.0,77.0,71000,380000
110.0,88.76,7032,779000
190.0,74.0,180000,545000
12.7,78.0,75000,280000
62.0,46.3,120000,110000
320.0,138.1,120000,300000
111.7,78.9,70000,325000
190.0,77.0,100000,280000
145.0,117.6,22000,1225000
110.0,73.9,100000,400000
90.0,67.0,50000,459999
200.0,88.76,110000,545000
320.0,147.9,80000,260000
219.7,88.73,44000,680000
190.0,74.0,60000,525000
62.0,46.3,80000,190000
114.7,81.83,20000,690000
94.14,68.05,35000,250000
180.0,63.0,170000,300000
114.0,85.8,200000,210000
219.7,88.73,70000,575000
12.5,94.0,120000,150000
85.0,52.8,140500,75000
59.0,37.0,50000,50000
145.0,117.3,65000,773000
190.0,74.0,120000,270000
90.3,62.1,110000,130000
190.0,75.0,100000,111000
90.3,62.1,50000,160000
240.0,100.0,52000,450000
190.0,74.0,20000,600000
77.0,58.2,50000,275000
90.0,67.04,10000,500000
343.0,171.0,100000,1200000
190.0,74.0,25000,800000
180.0,63.0,100000,450000
59.0,37.0,70000,155000
90.0,67.04,32260,390000
101.0,73.0,10000,420000
350.0,167.67,16000,1650000
540.0,241.0,56000,3750000
259.9,126.2,90000,978999
230.0,88.65,82695,450000
160.0,68.0,120000,215000
62.0,46.3,100000,65000
250.0,103.6,80000,425000
280.0,120.0,25000,999000
90.0,67.04,60000,320000
62.0,46.3,80000,150000
104.0,67.0,80000,329000
248.0,108.5,80100,555000
200.0,83.8,170000,509999
290.0,120.0,70000,625000
190.0,74.0,70000,735000
99.0,68.0,4000,399000
20.4,102.0,120000,310000
90.0,67.05,80000,240000
111.8,78.9,80000,165000
16.3,68.0,170000,229999
110.0,74.9,70000,80000
90.0,67.05,80000,240000
11.4,80.0,110000,280000
260.0,108.5,8000,1025000
259.9,126.2,30000,1250000
197.0,75.0,63000,150000
113.0,81.8,5621,650000
290.0,120.0,200000,151000
200.0,88.5,30000,1100000
90.0,67.1,110000,70000
150.0,57.6,100000,225000
145.0,117.3,36000,620000
90.0,67.05,70000,300000
200.0,98.6,100000,500000
96.0,67.0,110000,140000
16.3,68.0,163000,175000
51.0,37.48,27974,58000
259.9,126.2,58000,850000
74.5,55.2,42000,220000
110.0,75.0,110000,180000
190.0,74.0,35000,650000
200.0,88.5,5000,975000
320.0,138.0,80000,500000
180.0,63.0,90000,295000
190.0,74.0,120000,675000
247.0,105.0,15000,900000
62.0,46.3,60000,100000
69.0,47.3,50000,150000
247.0,105.0,15000,950000
500.0,204.0,31000,2900000
190.0,74.0,30000,580000
113.0,81.8,15000,500000
180.0,63.0,70000,600000
90.0,67.1,40000,200000
260.0,112.0,120000,320000
250.0,103.6,89000,750000
78.0,60.0,70000,42000
7.8,57.5,80000,148000
187.0,82.0,100000,85000
250.0,160.0,10000,1520000
69.0,47.3,16700,275000
160.0,68.0,112000,190000
96.1,62.1,80000,180000
223.0,69.01,60000,500000
115.0,82.0,25000,400000
190.0,90.0,225000,150000
78.0,60.0,50000,95000
200.0,88.5,50900,675000
200.0,83.8,40000,500000
62.0,46.3,141000,125000
320.0,147.9,78000,525000
114.7,81.83,60000,540000
177.5,147.5,90000,511000
109.0,86.8,50000,240000
101.0,73.0,24000,390000
190.0,74.0,110000,434999
90.0,67.1,35000,250000
114.7,81.83,19000,575000
150.0,100.5,63000,550000
113.0,73.9,85000,180000
190.0,74.0,46507,600000
104.0,67.0,50000,350000
195.0,62.1,50000,420000
96.0,72.0,6500,700000
215.0,99.0,52000,580000
343.0,147.51,91195,1330000
190.0,74.02,60000,669000
620.0,265.0,5000,7200000
114.0,85.8,79139,340000
350.0,170.0,45000,1800000
13.5,100.0,120000,150000
90.0,67.04,35000,300000
250.0,108.62,40000,575000
135.0,69.0,120000,140000
114.0,82.0,70000,550000
90.0,67.0,20000,430000
360.0,171.5,62000,1465000
85.0,61.7,80000,320000
140.0,69.0,100000,490000
20.4,102.0,90000,750000
111.7,78.9,110000,142000
190.0,74.0,80000,535000
113.0,81.8,80000,375000
74.5,55.2,37605,260000
130.0,93.7,20000,600000
290.0,120.0,110000,600000
115.0,83.1,10000,700000
150.0,57.6,70000,140000
170.0,67.05,39895,670000
130.0,91.1,25000,764000
132.0,88.73,25538,625000
28.3,116.6,100000,370000
180.4,71.0,50000,515000
59.0,37.0,70000,45000
113.75,81.86,10000,610000
114.7,81.83,50000,400000
120.0,94.93,15000,620000
260.0,112.0,120000,161000
424.0,184.0,50000,700000
290.0,120.0,170000,360000
190.0,74.0,100000,400000
200.0,100.6,120000,1050000
248.0,108.45,88473,509999
300.0,118.0,5500,2125000
200.0,98.6,82000,520000
360.0,171.5,40000,1630000
78.0,60.0,100000,92000
69.0,47.3,15000,280000
320.0,138.03,135000,525000
113.0,81.8,25272,570000
350.0,150.0,2000,2475000
195.0,70.0,15000,800000
170.0,67.06,80000,300000
180.4,71.01,90000,509999
382.0,148.31,21000,4500000
113.0,81.8,21000,650000
99.04,68.05,60000,125000
109.0,86.8,20000,371000
114.0,85.8,130000,500000
51.0,37.5,35000,35000
190.0,74.0,50000,760000
259.9,126.2,48000,1300000
219.7,88.73,71500,825000
90.0,67.04,38000,260000
113.75,81.86,19890,550000
24.0,110.0,90000,260000
114.7,81.83,25000,600000
59.0,34.2,40000,265000
190.0,77.0,49600,350000
113.0,84.48,22966,450000
430.0,177.0,45000,3200000
250.0,108.5,52000,385000
114.7,81.83,13000,666000
160.0,65.0,112198,200000
110.0,88.7,80000,600000
190.0,73.9,110000,250000
205.0,76.9,68000,355000
101.0,73.0,40000,350000
135.0,71.0,54000,90000
84.0,64.0,90000,160000
320.0,138.1,140000,320000
259.9,126.2,35000,850000
195.0,62.1,100000,430000
205.0,98.59,27000,950000
170.0,123.37,49102,429000
113.75,81.86,1100,600000
24.0,110.0,110000,250000
180.0,63.0,140000,311000
200.0,88.8,74300,285000
350.0,150.0,2000,2475000
99.04,68.05,80000,200000
200.0,88.8,120000,480000
327.0,147.9,44500,349000
200.0,100.6,70000,1200000
200.0,98.6,160000,600000
111.8,78.9,60000,125000
160.0,68.0,156040,250000
108.5,82.4,80000,220000
259.8,126.32,130000,500000
200.0,88.5,40000,640000
200.0,84.8,120000,434999
200.0,83.8,34000,695000
90.0,67.04,26000,385000
145.0,103.3,110000,225000
160.0,63.1,83000,400000
62.0,46.3,120000,52000
135.0,69.0,115000,95000
247.0,105.0,80000,550000
190.0,74.0,40000,455000
111.8,78.9,66066,345000
69.0,47.3,13000,310000
113.0,81.8,90000,620000
160.0,68.0,28000,409999
99.04,68.05,20000,210000
62.0,46.3,120000,85000
74.5,55.2,15000,444000
180.0,75.0,150000,250000
190.0,74.0,110000,275000
90.0,67.05,10000,350000
135.4,70.0,70000,225000
160.0,65.0,80000,200000
90.0,67.05,70000,90000
36.6,140.0,61100,799000
111.7,78.9,70000,180000
90.0,66.1,140000,120000
77.0,58.16,80000,195000
132.0,88.73,25538,625000
69.0,47.3,55000,180000
400.0,153.86,30000,1200000
90.0,67.1,110000,85000
90.0,67.05,32000,320000
350.0,150.0,2000,2475000
400.0,190.0,40000,2900000
90.0,67.04,17000,430000
190.0,74.02,60000,699000
114.0,82.0,90000,300000
114.7,81.83,20000,801000
259.88,126.2,120000,869999
72.0,53.3,5550,245000
6.1,35.0,90000,101000
200.0,98.6,90000,800000
114.0,84.0,40000,399000
59.0,37.0,30000,100000
113.0,81.8,5000,675000
9.8,65.0,28900,135000
190.0,73.9,90000,215000
200.0,100.6,65000,1000000
74.5,55.2,30000,225000
190.0,74.0,65000,459999
20.4,102.0,155000,911000
160.0,68.1,110000,250000
11.4,80.0,90000,220000
190.0,73.94,142000,240000
160.0,68.0,104500,200000
114.0,82.0,70000,459999
130.0,93.7,11918,625000
190.0,74.0,55000,350000
195.0,62.1,80000,550000
16.0,65.0,99000,175000
205.0,98.96,40000,950000
219.7,88.7,90000,950000
99.04,68.05,27633,270000
140.0,69.0,35000,259000
90.0,67.1,70000,229999
154.9,121.4,20000,625000
59.0,37.0,70000,170000
360.0,171.5,55000,1575000
320.0,147.94,110000,503000
250.0,103.5,120000,210000
90.0,67.04,25000,390000
110.0,88.76,15000,680000
115.0,82.0,53000,600000
219.7,88.7,60000,780000
260.0,112.0,200000,250000
200.0,98.63,43000,700000
51.0,38.0,7000,45000
85.0,61.7,140000,370000
350.0,170.0,69123,1650000
200.0,98.6,40000,825000
69.0,47.3,40000,130000
180.0,63.0,178000,325000
150.0,57.6,110000,150000
90.0,67.04,30000,432000
114.0,85.8,60000,250000
151.0,121.3,14700,900000
200.0,98.6,130000,700000
115.0,83.1,25000,641000
360.0,168.5,60000,2000000
450.0,174.5,3000,3200000
78.0,60.0,80000,85000
69.0,47.3,30000,252000
20.4,102.0,300000,830000
190.0,74.0,70000,565000
74.5,55.2,80000,220000
62.0,46.3,111000,220000
190.0,74.0,60000,465000
400.0,187.74,15000,2900000
402.0,184.0,117000,800000
200.0,88.5,51000,665000
200.0,98.6,50000,650000
190.0,74.0,50000,550000
160.0,67.0,90165,450000
114.0,85.8,47000,190000
400.0,190.0,7500,5400000
190.0,73.9,120000,270000
74.5,55.2,70000,240000
90.0,67.1,60000,240000
205.0,98.59,125000,650000
74.5,55.2,26263,350000
62.0,46.3,60000,185000
146.0,118.0,68600,250000
19.0,80.0,265000,285000
190.0,73.94,60000,400000
109.0,86.7,50000,490000
200.0,100.6,160000,800000
140.0,105.5,5229,1000000
250.0,103.6,120000,260000
90.0,67.05,30000,300000
180.4,71.01,160000,375000
113.75,81.86,5000,545000
113.0,81.8,23700,470000
90.0,67.05,58343,225000
69.0,47.3,25000,92800
115.0,83.1,20000,560000
110.0,88.7,56494,550000
135.0,69.01,100000,375000
145.0,117.3,26000,1100000
114.0,84.0,35000,430000
21.4,149.5,120000,100000
72.0,53.64,31100,270000
330.0,141.0,224642,500000
72.0,53.64,25000,217000
90.0,67.1,167000,55000
90.0,67.05,67000,265000
115.0,83.1,10000,660000
250.0,103.6,100000,400000
224.0,88.76,40000,750000
320.0,138.1,100000,355000
16.3,68.0,110000,125000
90.0,67.04,59500,421000
114.0,84.0,30000,380000
114.0,84.0,19723,525000
202.0,214.56,20000,5150000
280.0,120.0,61379,950000
171.0,72.4,230000,305000
114.0,85.8,70000,400000
200.0,98.6,60000,515000
20.4,102.0,170000,400000
190.0,74.0,90000,670000
190.0,74.0,96000,370000
280.0,120.0,22053,1325000
327.0,147.9,124000,330000
114.0,85.8,40000,475000
145.0,117.3,22000,925000
259.8,126.32,77000,432000
145.0,117.3,140000,725000
259.9,126.2,47000,1125000
99.04,68.05,70000,190000
190.0,74.0,5000,650000
320.0,138.1,150000,150000
219.7,88.73,91000,451000
114.0,82.0,5000,495000
200.0,88.7,100000,400000
200.0,88.5,52000,675000
420.7,194.3,80000,1100000
114.0,82.0,25000,509999
72.0,53.3,60000,315000
59.0,37.0,60000,80000
11.4,80.0,93000,275000
136.0,110.4,40000,416000
113.0,81.8,5000,578000
400.0,190.0,20000,3800000
150.0,57.6,93900,130000
90.0,67.04,40000,390000
59.0,37.0,80000,80000
113.0,81.8,5621,650000
11.4,80.0,100000,235000
320.0,138.0,90000,725000
400.0,190.0,20000,3800000
110.0,88.7,6550,725000
90.3,62.0,44800,170000
113.0,83.11,50000,400000
240.0,100.0,120000,625000
343.0,168.5,20000,2000000
11.5,88.2,58000,325000
140.0,69.0,50000,360000
62.0,46.3,100000,140000
200.0,88.5,40000,955000
200.0,83.8,7000,620000
113.0,81.8,15000,450000
300.0,115.0,6544,1225000
195.0,62.1,160000,305000
151.5,73.92,60000,240000
190.0,73.94,50000,299000
204.0,89.84,135000,550000
320.0,138.1,70000,360000
151.5,73.92,100000,148000
145.0,104.68,78380,175000
74.5,55.2,80000,150000
90.0,67.05,54551,175000
200.0,83.8,170000,425000
330.0,140.0,110000,825000
172.5,73.74,175000,300000
190.0,74.0,120000,500000
190.0,74.0,40000,525000
69.0,47.3,35000,225000
190.0,74.0,70000,400000
140.0,105.5,4295,1000000
153.0,103.5,11000,645000
320.0,147.9,99500,500000
16.3,68.0,80000,170000
12.7,78.0,140000,210000
248.0,108.45,68000,500000
16.3,68.0,80000,240000
140.0,69.0,175000,210000
13.5,70.0,100000,120000
59.0,37.0,35000,35000
69.0,47.3,40000,250000
151.0,121.3,15000,990000
240.0,100.0,60000,600000
62.0,46.3,40000,200000
450.0,174.5,70000,3100000
130.0,93.7,11918,625000
190.0,74.02,15000,755000
12.5,94.0,87000,180000
62.0,46.3,60000,118000
160.0,63.1,110000,254999
280.0,118.3,15000,599000
248.0,108.5,80000,750000
142.5,56.3,70000,160000
150.0,57.6,93900,130000
62.0,46.3,90000,160000
259.8,126.32,110000,450000
190.0,74.0,50000,225000
177.5,147.5,95000,550000
259.8,126.32,70000,500000
400.0,153.86,50000,1200000
59.0,34.2,50000,210000
153.0,103.2,84775,377000
240.0,100.0,50000,700000
219.7,88.73,57000,580000
113.0,81.8,90000,570000
240.0,100.0,25000,875000
16.3,68.0,120000,270000
400.0,188.0,31800,3975000
62.0,46.3,70000,135000
200.0,88.76,70000,650000
171.0,72.4,100000,900000
113.75,81.86,100000,400000
200.0,83.8,1000,450000
90.0,67.05,28481,260000
240.0,100.0,60000,650000
190.0,74.02,100000,811000
90.0,67.04,15000,425000
104.0,76.0,50000,325000
195.0,62.1,62200,325000
219.7,88.73,29000,750000
6.1,35.0,35000,150000
170.0,67.05,100000,450000
59.0,37.0,80000,45000
190.24,73.97,8000,700000
200.0,98.6,140000,650000
113.0,81.8,69779,600000
135.0,69.0,120000,140000
20.4,102.0,100000,475000
190.0,74.02,24000,802999
205.0,76.9,65000,300000
110.0,88.76,7032,779000
78.0,60.0,70000,80000
11.3,90.0,62000,50000
180.0,75.0,87000,180000
320.0,138.03,55300,735000
400.0,187.74,17000,3256000
160.0,68.0,50000,150000
153.0,103.5,11000,645000
113.0,81.8,40000,580000
200.0,88.5,30000,800000
114.73,81.86,13000,620000
113.0,81.8,7104,670000
436.4,194.3,62000,1200000
113.0,81.8,5000,570000
69.0,47.3,50000,300000
200.0,98.6,120000,670000
110.0,88.7,25000,475000
113.0,81.8,7104,670000
190.0,74.0,57000,575000
290.0,120.0,112000,450000
59.0,37.0,40000,130000
104.0,67.0,35000,459999
24.0,110.0,154000,110000
170.0,67.05,80000,625000
99.04,68.05,139000,175000
142.5,56.3,56365,175000
114.0,82.0,40000,450000
113.75,81.86,7000,660000
12.5,62.0,110000,80000
150.0,57.6,110000,160000
200.0,88.5,70000,1000000
347.0,280.0,17000,4100000
259.9,126.2,80000,1050000
11.4,80.0,49000,300000
62.0,46.3,100000,150000
102.0,65.3,120000,95000
218.0,93.7,90000,320000
240.0,100.0,165000,634000
114.0,85.8,100000,300000
170.0,67.05,140000,350000
115.0,83.0,50000,130000
113.75,81.86,25000,580000
90.0,67.1,70000,235000
62.0,46.3,90000,61000
200.0,98.63,27233,465000
153.0,105.0,100000,375000
102.0,70.0,43000,350000
90.0,67.0,11000,500000
160.0,65.0,110000,225000
160.0,67.0,80322,325000
190.0,75.0,190000,200000
69.0,47.3,40000,254000
172.0,130.0,90000,320000
205.0,98.59,25061,650000
109.0,86.8,60000,265000
130.0,93.7,90000,535000
190.0,74.02,30000,700000
110.0,73.75,18816,650000
160.0,70.0,100000,325000
140.0,88.7,20000,500000
108.5,82.5,51000,300000
200.0,98.63,65285,350000
104.0,67.0,33000,225000
115.0,83.1,42000,530000
200.0,98.6,12997,550000
22.4,90.0,100000,270000
94.14,68.05,25000,350000
13.5,70.0,135000,120000
113.75,81.86,70000,511000
250.0,103.6,130000,315000
99.0,68.0,30000,350000
430.0,177.0,45000,3200000
259.9,126.2,120000,880000
300.0,121.0,8600,1075000
190.0,74.0,60000,550000
190.0,74.0,90000,480000
200.0,100.6,94385,1350000
113.75,81.86,28000,550000
145.0,117.3,50000,600000
130.0,93.7,35000,700000
180.0,63.0,70000,430000
190.25,73.97,70000,620000
62.0,46.3,25000,210000
200.0,88.76,87000,459999
343.0,147.8,20000,1650000
113.0,81.8,12000,500000
113.0,81.8,69779,600000
205.0,76.9,120000,200000
135.0,71.0,70000,93000
90.0,67.1,110000,204000
190.25,73.97,65000,600000
20.4,102.0,70000,725000
111.8,78.9,43100,235000
20.4,102.0,110000,725000
22.4,90.0,25471,675000
190.0,74.0,77000,375000
219.6,88.76,50000,380000
290.0,120.0,50000,125000
136.0,110.4,40000,416000
72.0,53.3,28000,290000
91.0,67.0,43000,250000
101.0,73.0,10000,400000
96.1,62.0,40000,150000
190.0,74.02,30000,875000
220.0,95.0,120000,225000
219.7,88.73,77000,611000
202.0,214.56,20000,5150000
430.0,177.0,45000,3200000
200.0,88.5,51500,749000
33.7,143.0,70000,480000
219.7,88.73,80000,475000
115.0,82.0,20000,450000
115.0,83.1,26000,700000
380.0,174.57,10000,2700000
110.0,88.7,56494,550000
115.0,82.0,5000,325000
114.7,81.83,25000,620000
400.0,190.0,10000,5200000
12.4,70.0,30078,200000
99.04,68.05,80000,135000
59.0,37.0,73257,45000
259.9,126.2,90000,1250000
213.0,157.7,68089,2000000
101.0,73.0,75000,229999
170.0,132.0,80000,350000
280.0,120.0,60000,1000000
153.0,103.6,90000,350000
114.0,83.83,15000,350000
200.0,100.6,79328,750000
62.0,46.3,130000,75000
200.0,88.76,120000,700000
259.87,126.2,50000,900000
180.0,63.0,50000,400000
190.0,74.0,90000,430000
113.75,81.86,19890,550000
280.0,120.0,120000,750000
115.0,83.1,20000,550000
200.0,98.6,47725,650000
24.0,110.0,110000,240000
110.0,90.0,80000,350000
106.5,76.8,50000,200000
190.0,74.0,70000,325000
114.0,85.8,110000,280000
180.4,71.0,55000,391000
180.4,71.0,40142,665000
62.0,46.3,120000,145000
190.0,74.0,120000,370000
215.0,99.0,21000,650000
200.0,88.8,120000,150000
90.3,62.0,70000,125000
62.0,46.3,110000,118000
59.0,37.0,120000,120000
160.0,63.1,45000,275000
20.4,102.0,120000,404000
140.0,69.0,120000,180000
190.0,74.02,50000,650000
400.0,190.0,7500,5400000
62.0,46.3,206000,108000
135.0,69.01,110000,300000
197.0,75.0,50000,260000
190.0,74.0,67000,490000
90.0,67.05,70000,298000
113.0,81.8,5621,650000
74.5,55.2,68697,200000
200.0,98.6,74800,700000
96.1,62.1,77000,150000
135.0,71.0,30000,150000
190.0,74.0,79350,434000
62.0,46.3,90000,110000
113.75,81.86,21000,420000
560.0,258.0,90000,2000000
219.7,88.73,40000,731000
320.0,138.1,120000,150000
69.0,47.3,35000,310000
90.0,67.1,80000,110000
190.0,74.0,38817,740000
259.9,126.2,52600,535000
160.0,68.0,40000,229999
219.7,88.73,100000,600000
190.0,74.0,63000,430000
140.0,70.0,80000,211000
290.0,120.0,90000,540000
110.0,74.0,40000,425000
205.0,98.96,35000,900000
200.0,88.5,60000,600000
250.0,103.52,77300,475000
160.0,64.1,57000,225000
62.0,46.3,120000,120000
90.0,67.04,70000,330000
135.0,69.01,110000,190000
90.0,67.04,25000,385000
145.0,117.3,35000,894999
600.0,270.9,13500,2500000
110.0,88.7,56494,550000
59.0,37.0,69111,40000
114.7,81.83,25000,555000
90.0,67.04,30000,350000
114.7,81.83,40000,600000
111.7,78.9,70000,250000
95.0,75.0,7000,565000
99.04,68.05,29000,290000
350.0,170.0,50000,1650000
90.0,67.1,80000,225000
200.0,108.6,20000,960000
13.9,100.0,60000,360000
190.0,73.9,138000,185000
113.75,81.86,20000,570000
259.8,126.32,146000,465000
190.0,74.0,70000,800000
62.0,46.3,50000,150000
205.0,98.96,20000,930000
200.0,100.6,90000,1250000
200.0,83.8,190000,500000
200.0,98.6,70000,425000
101.0,73.0,8352,425000
20.4,102.0,180000,800000
108.0,79.4,63000,250000
170.0,67.04,54891,480000
150.0,57.6,139000,125000
140.0,88.7,50000,325000
205.0,98.96,1000,841000
195.0,62.1,120000,400000
11.4,80.0,62200,440000
190.0,141.1,200000,125000
205.0,98.96,60000,990000
74.5,55.2,43000,250999
22.4,90.0,72000,250000
114.73,81.86,11000,550000
190.0,74.0,120000,590000
190.0,73.9,100000,360000
240.0,100.0,126000,655000
111.8,78.9,65000,280000
204.0,89.84,75000,525000
259.8,126.32,80000,459999
106.5,76.8,50000,200000
240.0,100.0,80000,400000
190.0,74.0,35000,750000
160.0,67.0,60000,330000
90.0,67.1,80000,235000
173.0,138.03,25000,1590000
250.0,103.52,35000,700000
69.0,47.3,61000,180000
190.0,73.9,144000,180000
200.0,100.6,79328,750000
111.7,78.9,49824,229999
113.0,81.8,30000,450000
160.0,63.12,100000,300000
200.0,84.8,38500,550000
200.0,98.6,120000,640000
200.0,100.6,70000,775000
146.0,99.6,60000,285000
170.0,67.04,80000,450000
101.0,73.0,20000,270000
12.7,78.0,100000,250000
190.0,74.0,260000,450000
90.0,67.04,16589,430000
59.0,37.0,100000,60000
90.0,67.04,35000,300000
200.0,83.8,100600,550000
200.0,88.8,100000,200000
115.0,83.1,30000,650000
330.0,141.0,93415,400000
114.0,82.0,40000,434999
500.0,203.0,70000,1600000
350.0,150.0,2000,2475000
400.0,190.0,22000,3400000
51.0,37.5,19000,82000
140.0,69.01,50000,250000
172.0,130.0,75000,350000
150.0,57.6,60000,165000
90.0,67.1,65000,250000
200.0,88.76,79000,570000
190.0,74.0,89000,470000
59.0,37.0,70000,120000
160.0,64.1,170000,229999
150.0,100.5,48000,700000
190.0,74.0,90000,416000
13.5,70.0,60000,150000
114.7,81.83,25000,425000
130.0,91.1,35000,600000
190.0,74.0,28832,520000
360.0,171.5,120000,1350000
250.0,103.6,100000,300000
259.9,126.2,60000,620000
250.0,103.52,31000,860000
62.0,46.3,100000,150000
320.0,138.1,52000,850000
113.75,81.86,42000,475000
102.0,70.0,120000,229999
500.0,201.1,60000,1850000
69.0,47.3,35000,215000
218.0,93.7,99700,600000
170.0,67.06,50000,300000
219.7,88.7,15000,950000
135.0,69.0,110000,158000
343.0,171.0,150000,750000
160.0,68.0,120000,160000
153.0,103.2,50000,395000
195.0,62.1,60000,550000
103.0,80.0,186388,300000
170.0,108.5,11000,811000
176.0,83.0,120000,170000
111.7,78.9,110000,142000
146.0,99.6,110000,450000
62.0,46.3,100000,114999
134.0,97.7,80000,300000
114.0,82.0,31491,341000
114.0,84.0,8500,450000
190.0,74.02,100000,700000
78.0,60.0,80000,58000
202.0,214.56,20000,5150000
114.0,82.0,40000,450000
90.0,67.1,65000,90000
190.0,74.0,120000,190000
114.0,84.0,20000,390000
114.0,85.8,55403,277000
74.5,55.2,40000,170000
240.0,100.0,80000,290000
153.0,103.2,100000,430000
96.1,62.1,30000,324000
200.0,88.8,80000,295000
110.0,88.7,25000,675000
219.7,88.73,40000,600000
248.0,108.45,90000,450000
200.0,98.6,50000,440000
78.0,60.0,60000,65000
320.0,138.0,108957,300000
109.0,86.7,1303,690000
109.0,86.8,39039,285000
113.75,81.86,65000,360000
113.75,81.86,41025,471000
132.0,88.73,25538,625000
180.0,63.0,50000,409999
280.0,120.0,50000,630000
90.0,67.04,10000,484999
146.0,116.3,86300,425000
69.0,47.3,70000,190000
190.0,74.0,75000,500000
200.0,98.6,50000,1100000
102.0,65.3,100000,75000
96.1,62.1,170000,185000
190.0,74.0,100000,380000
210.0,74.96,62000,445000
380.0,181.0,84925,1500000
116.0,90.0,116700,140000
99.04,68.05,55000,180000
151.0,121.3,25000,800000
150.0,121.36,90000,850000
150.0,121.31,10000,885000
200.0,88.76,110000,525000
400.0,175.56,120000,1950000
90.0,67.05,58343,225000
259.8,126.32,109052,470000
145.0,103.3,48756,350000
250.0,103.6,120000,280000
200.0,88.5,60000,725000
13.5,70.0,120000,85000
215.0,98.63,16000,525000
190.24,73.97,50000,455000
72.0,53.3,66693,300000
109.0,86.8,45000,385000
430.0,177.0,45000,3200000
190.0,73.9,110000,250000
187.0,82.0,245244,170000
430.0,177.0,45000,3200000
160.0,70.0,80000,390000
219.7,88.73,35000,780000
113.0,81.8,19000,570000
190.0,74.0,70000,356000
113.75,81.86,15000,500000
200.0,83.8,73000,450000
200.0,88.5,60000,720000
200.0,98.63,49800,425000
16.0,66.0,176000,200000
135.0,69.0,110000,158000
160.0,63.1,110000,210000
190.0,74.0,240000,550000
205.0,98.96,15000,615000
72.0,53.3,70000,240000
90.0,67.1,41000,315000
190.0,74.0,52000,635000
146.0,118.0,93500,350000
219.66,88.73,50000,610000
90.0,67.1,120000,138000
114.0,82.0,32000,455999
72.0,53.3,44000,270000
250.0,113.4,5000,1900000
290.0,120.0,120000,484999
190.0,73.94,110000,475000
114.0,85.8,35000,487000
102.0,65.3,38000,78000
138.0,103.26,10000,737000
69.0,47.3,30000,114999
90.3,62.0,80000,150000
190.0,75.0,100000,221000
195.0,70.0,45000,660000
350.0,167.6,175900,1190000
115.0,83.14,20000,525000
135.0,71.0,90000,80000
22.4,90.0,127000,225000
200.0,88.5,51777,750000
99.0,68.0,30000,575000
240.0,100.0,82082,365000
130.0,93.7,59000,560000
90.0,67.05,20000,250000
114.0,84.0,20000,475000
400.0,190.0,8500,5500000
250.0,150.0,72200,975000
99.07,68.07,19500,434999
320.0,138.1,100000,355000
99.04,68.05,30000,280000
90.0,67.05,4432,281000
115.0,83.14,37000,550000
112.0,86.8,100000,400000
144.15,113.42,60000,355000
320.0,138.03,110000,225000
619.0,254.8,50000,3600000
96.1,62.1,60000,229999
90.0,67.1,198000,65000
195.0,70.0,35000,740000
90.0,67.04,49907,400000
25.5,106.0,181000,175000
160.0,68.1,169000,200000
200.0,98.6,70000,700000
114.7,81.83,41000,550000
190.0,74.0,50000,459999
330.0,140.0,70000,550000
72.0,53.3,25000,300000
104.0,67.0,15000,300000
260.0,112.0,130000,160000
400.0,153.86,30000,1575000
190.0,74.0,110000,390000
72.0,53.3,15000,350000
160.0,64.1,100000,174000
190.0,74.0,56000,290000
200.0,88.5,70000,1000000
190.0,75.0,120000,170000
74.5,55.2,100000,180000
190.0,74.0,90000,370000
110.0,88.76,7032,779000
215.0,99.0,60000,500000
90.0,67.04,80000,360000
90.0,67.04,19000,380000
350.0,170.0,70000,1950000
115.0,83.0,120000,95000
69.0,47.3,40000,200000
250.0,103.6,70000,250000
180.0,63.0,120000,225000
400.0,190.0,42545,1075000
195.0,70.0,80000,660000
74.5,55.2,47000,275000
190.0,74.0,50000,750000
260.0,108.5,85000,800000
120.0,94.93,7000,675000
99.04,68.05,100000,250000
96.1,62.1,60000,238000
74.5,55.2,40000,250000
160.0,68.0,100000,250000
259.9,126.2,60000,1050000
90.0,67.1,90000,250000
280.0,120.0,50000,1050000
74.5,55.2,40000,235000
190.0,74.0,135000,600000
102.0,65.3,113000,110000
205.0,87.2,60000,1050000
113.0,73.9,90000,250000
160.0,70.0,70000,350000
91.0,67.0,60000,400000
90.0,67.1,50000,320000
74.5,55.2,20000,290000
59.0,34.2,25000,200000
74.5,55.2,62000,180000
69.0,47.3,60000,236000
113.0,81.8,5621,650000
114.0,85.8,35000,409999
202.0,214.56,20000,5150000
330.0,138.0,40000,1350000
190.0,74.0,38817,740000
200.0,88.8,120000,350000
190.0,74.0,50000,229999
112.0,86.8,25000,600000
190.0,74.0,40000,680000
200.0,98.6,70000,760000
277.5,115.0,100000,420000
135.0,69.01,52000,350000
320.0,138.1,120000,204999
