name,year,selling_price,seats,owner,transmission,torque,Present_Price,km_driven,seller_type,mileage,engine,max_power,fuel,name_encoded,seller_type_encoded,transmission_encoded,fuel_encoded
Hyundai i20 1.4 CRDi Asta,2010,215000.0,5.0,2,Manual,22.4,,120000,Individual,23.0,1396.0,90.0,Diesel,931,1,1,1
Maruti Swift VDI,2012,400000.0,5.0,1,Manual,190.0,,90000,Individual,22.9,1248.0,74.0,Diesel,1642,1,1,1
Maruti Zen Estilo VXI BSIV,2012,191000.0,5.0,First Owner,Manual,90.0,,90000,Individual,19.0,998.0,67.1,Petrol,1747,1,1,4
Tata Nano XTA,2015,250000.0,4.0,First Owner,Automatic,51.0,,20000,Individual,21.9,624.0,37.48,Petrol,2155,1,0,4
Hyundai Verna CRDi SX ABS,2009,210000.0,5.0,1,Manual,24.0,,90000,Individual,18.1,1493.0,110.0,Diesel,854,1,1,1
Toyota Etios VX,2011,300000.0,5.0,2,Manual,132.0,,120000,Individual,17.6,1496.0,88.7,Petrol,2325,1,1,4
Ford Figo Aspire 1.5 TDCi Trend,2017,700000.0,5.0,First Owner,Manual,215.0,,35000,Individual,25.83,1498.0,99.0,Diesel,385,1,1,1
Hyundai Sonata CRDi M/T,2010,500000.0,5.0,1,Manual,32.1,,120000,Individual,11.8,1991.0,150.0,Diesel,807,1,1,1
Maruti 800 AC BSIII,2002,120000.0,4.0,First Owner,Manual,59.0,,120000,Individual,16.1,796.0,37.0,Petrol,1310,1,1,4
Hyundai Elite i20 Asta Option Diesel,2019,850000.0,5.0,First Owner,Manual,224.0,,10000,Individual,22.54,1396.0,88.76,Diesel,688,1,1,1
Mahindra Jeep CL 500 MDI,1994,120000.0,,1,Manual,,,100000,Individual,,,,Diesel,1089,1,1,1
Honda WR-V i-DTEC VX,2017,770000.0,5.0,1,Manual,200.0,,65000,Individual,25.5,1498.0,98.6,Diesel,616,1,1,1
Honda Civic 1.8 S MT,2007,245000.0,5.0,2,Manual,172.0,,90000,Individual,13.5,1799.0,130.0,Petrol,577,1,1,4
Maruti Alto K10 2010-2014 VXI,2012,250000.0,5.0,First Owner,Manual,90.0,,90000,Individual,20.92,998.0,67.1,Petrol,1348,1,1,4
Hyundai i20 Active SX Diesel,2016,651000.0,5.0,First Owner,Manual,219.66,,42323,Dealer,21.19,1396.0,88.76,Diesel,961,0,1,1
Honda City V MT,2013,480000.0,5.0,First Owner,Manual,146.0,,42462,Dealer,16.8,1497.0,116.3,Petrol,538,0,1,4
Maruti Swift VDI BSIV,2015,470000.0,5.0,First Owner,Manual,190.0,,54723,Dealer,25.2,1248.0,74.0,Diesel,1643,0,1,1
Honda Jazz 1.5 V i DTEC,2016,500000.0,5.0,First Owner,Manual,200.0,,30000,Individual,27.3,1498.0,98.6,Diesel,595,1,1,1
BMW X1 sDrive20d M Sport,2011,1075000.0,5.0,First Owner,Automatic,400.0,,42545,Dealer,19.62,1998.0,190.0,Diesel,70,0,0,1
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000.0,5.0,First Owner,Manual,200.0,,32000,Dealer,25.1,1248.0,88.5,Diesel,1546,0,1,1
Maruti Swift Dzire VDI Optional,2017,589000.0,5.0,First Owner,Manual,190.0,,41232,Dealer,26.59,1248.0,0.0,Diesel,1611,0,1,1
Maruti Ignis 1.2 Delta BSIV,2018,480000.0,5.0,First Owner,Manual,113.0,,20375,Dealer,20.89,1197.0,81.8,Petrol,1509,0,1,4
Maruti Swift ZDI Plus,2013,450000.0,5.0,1,Manual,190.0,,43978,Dealer,28.4,1248.0,74.0,Diesel,1664,0,1,1
Maruti Vitara Brezza VDi Option,2018,770000.0,5.0,First Owner,Manual,200.0,,50000,Individual,24.3,1248.0,88.5,Diesel,1678,1,1,1
Mahindra Bolero B4,2015,445000.0,7.0,First Owner,Manual,210.0,,40200,Dealer,21.0,1498.0,74.96,Diesel,1057,0,1,1
Hyundai i20 1.2 Asta Option,2018,700000.0,5.0,First Owner,Manual,114.7,,30000,Individual,18.6,1197.0,81.83,Petrol,921,1,1,4
Maruti Ertiga ZDI,2014,560000.0,7.0,First Owner,Manual,200.0,,90000,Individual,20.77,1248.0,88.8,Diesel,1481,1,1,1
Ford Ecosport Sports Diesel,2013,475000.0,5.0,1,Manual,215.0,,48000,Dealer,21.7,1498.0,98.96,Diesel,312,0,1,1
Honda Amaze E Diesel BSIV,2014,465000.0,5.0,First Owner,Manual,200.0,,27233,Dealer,27.4,1498.0,98.63,Diesel,451,0,1,1
Maruti Swift Dzire Tour LDI,2017,520000.0,5.0,First Owner,Manual,190.0,,28832,Dealer,23.4,1248.0,74.0,Diesel,1608,0,1,1
Maruti Ertiga ZXI,2015,700000.0,7.0,First Owner,Manual,130.0,,35000,Individual,16.02,1373.0,93.7,Petrol,1483,1,1,4
Maruti Vitara Brezza VDi,2017,780000.0,5.0,First Owner,Manual,200.0,,40000,Individual,24.3,1248.0,88.5,Diesel,1676,1,1,1
Mahindra Quanto C4,2016,403000.0,7.0,1,Manual,240.0,,30000,Individual,17.21,1493.0,100.0,Diesel,1136,1,1,1
Hyundai i10 Era,2009,229999.0,5.0,1,Manual,99.04,,50000,Individual,19.81,1086.0,68.05,Petrol,901,1,1,4
Maruti Swift Dzire VDI,2016,525000.0,5.0,1,Manual,190.0,,40000,Individual,26.59,1248.0,74.0,Diesel,1610,1,1,1
Maruti Ertiga VXI,2014,560000.0,7.0,First Owner,Manual,130.0,,25000,Individual,16.02,1373.0,93.7,Petrol,1475,1,1,4
Mahindra XUV500 W7,2020,830000.0,7.0,First Owner,Manual,360.0,,120000,Individual,15.1,2179.0,152.87,Diesel,1278,1,1,1
Maruti Ritz VDi,2011,250000.0,5.0,1,Manual,113.0,,60000,Individual,21.1,1248.0,73.9,Diesel,1538,1,1,1
Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000.0,9.0,First Owner,Manual,180.0,,110000,Individual,15.96,2523.0,63.0,Diesel,1036,1,1,1
Mahindra Scorpio 1.99 S4,2016,745000.0,7.0,First Owner,Manual,280.0,,67000,Individual,15.4,1997.0,120.0,Diesel,1147,1,1,1
Ford Figo Diesel Titanium,2010,144000.0,5.0,1,Manual,160.0,,50000,Individual,20.0,1399.0,68.0,Diesel,394,1,1,1
Tata New Safari DICOR 2.2 EX 4x2,2008,300000.0,7.0,1,Manual,320.0,,120000,Individual,11.57,2179.0,138.1,Diesel,2160,1,1,1
Maruti 800 DX,1999,52000.0,4.0,First Owner,Manual,59.0,,100000,Individual,16.1,796.0,37.0,Petrol,1314,1,1,4
Mahindra Scorpio 2.6 CRDe,2003,300000.0,8.0,First Owner,Manual,290.0,,98000,Individual,10.5,2179.0,120.0,Diesel,1151,1,1,1
Chevrolet Sail LT ABS,2014,260000.0,5.0,First Owner,Manual,190.0,,38000,Individual,22.1,1248.0,74.0,Diesel,155,1,1,1
Toyota Etios GD,2015,475000.0,5.0,First Owner,Manual,170.0,,120000,Individual,23.59,1364.0,67.05,Diesel,2308,1,1,1
Ford Figo Diesel Titanium,2011,302000.0,5.0,2,Manual,160.0,,103000,Individual,20.0,1399.0,68.0,Diesel,394,1,1,1
Maruti 800 AC,1994,45000.0,4.0,First Owner,Manual,59.0,,60000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Maruti Vitara Brezza VDi Option,2017,775000.0,5.0,First Owner,Manual,200.0,,80000,Individual,24.3,1248.0,88.5,Diesel,1678,1,1,1
Maruti Ertiga VDI,2015,700000.0,7.0,First Owner,Manual,200.0,,50000,Individual,20.77,1248.0,88.76,Diesel,1473,1,1,1
Maruti Swift VDI BSIV,2014,530000.0,5.0,First Owner,Manual,190.0,,90000,Individual,25.2,1248.0,74.0,Diesel,1643,1,1,1
Tata Nexon 1.5 Revotorq XZ Plus,2017,869999.0,5.0,First Owner,Manual,260.0,,70000,Individual,21.5,1497.0,108.5,Diesel,2182,1,1,1
Hyundai Elantra CRDi,2006,155000.0,5.0,3,Manual,25.0,,110000,Individual,14.9,1991.0,112.2,Diesel,676,1,1,1
Tata Tiago 1.2 Revotron XZA,2019,550000.0,5.0,First Owner,Automatic,114.0,,30000,Individual,23.84,1199.0,83.83,Petrol,2233,1,0,4
Maruti Swift Dzire VDI,2016,600000.0,5.0,1,Manual,190.0,,80000,Individual,26.59,1248.0,74.0,Diesel,1610,1,1,1
Maruti Swift Dzire VDi,2012,430000.0,5.0,1,Manual,190.0,,110000,Individual,19.3,1248.0,73.9,Diesel,1612,1,1,1
Tata Manza Aura (ABS) Quadrajet,2010,246000.0,5.0,First Owner,Manual,200.0,,120000,Individual,18.8,1248.0,90.0,Diesel,2122,1,1,1
Hyundai i20 Asta 1.2,2014,565000.0,5.0,1,Manual,114.7,,70000,Individual,18.6,1197.0,81.83,Petrol,966,1,1,4
Hyundai Elite i20 Asta Option Diesel,2018,850000.0,5.0,First Owner,Manual,224.0,,60000,Individual,22.54,1396.0,88.76,Diesel,688,1,1,1
Maruti Alto LXi BSIII,2006,160000.0,5.0,First Owner,Manual,62.0,,90000,Individual,19.7,796.0,46.3,Petrol,1364,1,1,4
Fiat Linea Classic Plus 1.3 Multijet,2014,325000.0,5.0,First Owner,Manual,197.0,,142500,Individual,19.5,1248.0,75.0,Diesel,242,1,1,1
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,450000.0,8.0,2,Manual,290.0,,90000,Individual,12.05,2179.0,120.0,Diesel,1208,1,1,1
Hyundai i10 Sportz 1.1L,2015,310000.0,5.0,First Owner,Manual,99.04,,50000,Individual,19.81,1086.0,68.05,Petrol,913,1,1,4
Honda Amaze S i-Dtech,2013,250000.0,5.0,2,Manual,200.0,,90000,Individual,25.8,1498.0,98.6,Diesel,469,1,1,1
Maruti Swift Dzire LDI,2015,420000.0,5.0,1,Manual,190.0,,115000,Individual,26.59,1248.0,74.0,Diesel,1600,1,1,1
Hyundai i20 Sportz AT 1.4,2013,330000.0,5.0,1,Automatic,136.3,,150000,Individual,15.0,1396.0,98.6,Petrol,986,1,0,4
Maruti Swift VXI Optional,2015,405000.0,5.0,1,Manual,113.0,,68000,Individual,20.4,1197.0,81.8,Petrol,1657,1,1,4
Mahindra Bolero 2011-2019 ZLX,2013,400000.0,7.0,1,Manual,195.0,,90000,Individual,15.96,2523.0,62.1,Diesel,1053,1,1,1
Honda City V AT,2010,409999.0,5.0,2,Automatic,146.0,,110000,Individual,15.6,1497.0,116.3,Petrol,537,1,0,4
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000.0,7.0,1,Manual,195.0,,70000,Individual,15.96,2523.0,62.1,Diesel,1051,1,1,1
Mahindra XUV500 W8 4WD,2011,590000.0,7.0,2,Manual,330.0,,80000,Individual,15.1,2179.0,140.0,Diesel,1282,1,1,1
Hyundai Santro Xing XS eRLX Euro III,2006,80000.0,,First Owner,Manual,,,118000,Individual,,,,Petrol,802,1,1,4
Hyundai i10 Era,2007,135000.0,5.0,1,Manual,99.04,,100000,Individual,19.81,1086.0,68.05,Petrol,901,1,1,4
Maruti Wagon R LXI,2004,70000.0,5.0,1,Manual,90.0,,70000,Individual,18.9,998.0,67.1,Petrol,1700,1,1,4
Maruti 800 Std BSII,2004,45000.0,4.0,2,Manual,59.0,,77000,Individual,16.1,796.0,37.0,Petrol,1321,1,1,4
Maruti Swift Dzire VDI,2018,650000.0,5.0,First Owner,Manual,190.0,,35500,Individual,28.4,1248.0,74.02,Diesel,1610,1,1,1
Maruti Wagon R VXI Optional,2018,400000.0,5.0,First Owner,Manual,90.0,,17500,Individual,20.51,998.0,67.04,Petrol,1727,1,1,4
Maruti Alto K10 VXI,2017,350000.0,5.0,First Owner,Manual,90.0,,27000,Individual,23.95,998.0,67.05,Petrol,1354,1,1,4
Hyundai Grand i10 1.2 CRDi Asta,2017,550000.0,5.0,First Owner,Manual,190.24,,60000,Individual,24.0,1186.0,73.97,Diesel,713,1,1,1
Maruti Wagon R LXI Optional,2016,350000.0,5.0,First Owner,Manual,90.0,,25000,Individual,20.51,998.0,67.04,Petrol,1709,1,1,4
Maruti Swift Dzire LDI Optional,2015,459999.0,5.0,First Owner,Manual,190.0,,80000,Individual,26.59,1248.0,74.0,Diesel,1601,1,1,1
Maruti Alto LXi,2012,185000.0,5.0,1,Manual,62.0,,60000,Individual,19.7,796.0,46.3,Petrol,1362,1,1,4
Volkswagen Polo Diesel Highline 1.2L,2013,550000.0,5.0,First Owner,Manual,180.0,,38000,Individual,22.07,1199.0,73.9,Diesel,2463,1,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,900000.0,8.0,First Owner,Manual,20.4,,110000,Individual,12.8,2494.0,102.0,Diesel,2358,1,1,1
Honda BR-V i-DTEC S MT,2016,900000.0,7.0,First Owner,Manual,200.0,,92000,Individual,21.9,1498.0,98.6,Diesel,484,1,1,1
Mahindra Bolero 2011-2019 Plus AC,2012,550000.0,9.0,2,Manual,195.0,,180000,Individual,15.96,2523.0,62.1,Diesel,1044,1,1,1
Maruti Baleno Zeta 1.2,2018,625000.0,5.0,First Owner,Manual,115.0,,10000,Individual,21.4,1197.0,83.1,Petrol,1386,1,1,4
Maruti Alto 800 VXI,2017,310000.0,5.0,1,Manual,69.0,,35000,Individual,24.7,796.0,47.3,Petrol,1342,1,1,4
Maruti Swift DDiS LDI,2017,500000.0,5.0,First Owner,Manual,190.0,,35000,Individual,28.4,1248.0,74.0,Diesel,1588,1,1,1
Hyundai Grand i10 CRDi Sportz,2016,610000.0,5.0,First Owner,Manual,160.0,,23000,Individual,24.0,1120.0,70.0,Diesel,734,1,1,1
Tata Indigo CS LX (TDI) BS III,2012,150000.0,5.0,2,Manual,135.0,,150000,Individual,19.09,1396.0,69.0,Diesel,2091,1,1,1
Hyundai Xcent 1.1 CRDi SX Option,2015,480000.0,5.0,First Owner,Manual,180.4,,70000,Individual,24.4,1120.0,71.0,Diesel,879,1,1,1
Hyundai i20 1.2 Asta Option,2017,650000.0,5.0,First Owner,Manual,114.7,,40000,Individual,18.6,1197.0,81.83,Petrol,921,1,1,4
Hyundai i20 1.4 CRDi Magna,2012,290000.0,5.0,1,Manual,22.4,,100000,Individual,21.9,1396.0,90.0,Diesel,933,1,1,1
Maruti Alto 800 LXI,2017,300000.0,5.0,1,Manual,69.0,,50000,Individual,24.7,796.0,47.3,Petrol,1334,1,1,4
Maruti Swift Dzire VDi,2010,270000.0,5.0,3,Manual,190.0,,120000,Individual,19.3,1248.0,73.9,Diesel,1612,1,1,1
Hyundai Xcent 1.1 CRDi S,2015,400000.0,5.0,1,Manual,180.4,,60000,Individual,24.4,1120.0,71.0,Diesel,876,1,1,1
Maruti Alto 800 LX,2015,280000.0,5.0,1,Manual,69.0,,28000,Individual,22.74,796.0,47.3,Petrol,1332,1,1,4
Maruti Swift Dzire VXi,2009,250000.0,5.0,2,Manual,114.0,,60000,Individual,17.5,1298.0,85.8,Petrol,1617,1,1,4
Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000.0,7.0,First Owner,Automatic,470.0,,12000,Individual,10.91,3198.0,197.0,Diesel,320,1,0,1
Honda Amaze V Petrol BSIV,2019,700000.0,5.0,First Owner,Manual,110.0,,4500,Individual,19.5,1199.0,88.76,Petrol,476,1,1,4
Tata Indigo eCS VX BSIV,2013,310000.0,5.0,First Owner,Manual,140.0,,70000,Individual,25.0,1396.0,69.0,Diesel,2118,1,1,1
Renault Duster 85PS Diesel RxE,2017,650000.0,5.0,First Owner,Manual,200.0,,120000,Individual,19.87,1461.0,83.8,Diesel,1870,1,1,1
Honda Jazz 1.2 V AT i VTEC,2015,600000.0,5.0,First Owner,Automatic,110.0,,80000,Individual,19.0,1199.0,88.7,Petrol,588,1,0,4
Tata New Safari DICOR 2.2 EX 4x2,2009,150000.0,7.0,3,Manual,320.0,,150000,Individual,11.57,2179.0,138.1,Diesel,2160,1,1,1
Mahindra Renault Logan 1.4 GLX Petrol,2009,135000.0,5.0,First Owner,Manual,11.0,,120000,Individual,15.7,1390.0,75.0,Petrol,1139,1,1,4
Maruti Swift Dzire VDI,2014,650000.0,5.0,First Owner,Manual,190.0,,50000,Individual,23.4,1248.0,74.0,Diesel,1610,1,1,1
Honda City V MT,2012,550000.0,5.0,First Owner,Manual,146.0,,83000,Individual,16.8,1497.0,116.3,Petrol,538,1,1,4
Maruti Swift Dzire VDI,2017,650000.0,5.0,First Owner,Manual,190.0,,20000,Individual,28.4,1248.0,74.02,Diesel,1610,1,1,1
Toyota Fortuner 2.8 2WD AT BSIV,2018,2900000.0,7.0,First Owner,Automatic,450.0,,49000,Individual,12.9,2755.0,174.5,Diesel,2329,1,0,1
Honda Brio 1.2 VX MT,2017,450000.0,5.0,First Owner,Manual,109.0,,6750,Individual,18.5,1198.0,86.8,Petrol,495,1,1,4
Maruti Ciaz VXi Plus,2015,650000.0,5.0,First Owner,Manual,130.0,,26000,Individual,20.73,1373.0,91.1,Petrol,1436,1,1,4
Hyundai Grand i10 1.2 Kappa Era,2017,430000.0,5.0,First Owner,Manual,113.75,,52000,Individual,17.0,1197.0,81.86,Petrol,718,1,1,4
Hyundai Creta 1.6 CRDi AT S Plus,2017,1143000.0,5.0,First Owner,Automatic,259.9,,51000,Individual,17.01,1582.0,126.2,Diesel,639,1,0,1
Maruti Swift AMT ZXI Plus BSIV,2019,700000.0,5.0,First Owner,Automatic,113.0,,20000,Individual,22.0,1197.0,81.8,Petrol,1587,1,0,4
Mahindra TUV 300 T4,2017,509999.0,7.0,First Owner,Manual,240.0,,142000,Individual,18.49,1493.0,100.0,Diesel,1225,1,1,1
Tata Tiago 1.2 Revotron XZA,2019,525000.0,5.0,First Owner,Automatic,114.0,,9200,Individual,23.84,1199.0,83.83,Petrol,2233,1,0,4
Renault Duster 85PS Diesel RxE,2016,515000.0,5.0,First Owner,Manual,200.0,,40000,Individual,19.87,1461.0,83.8,Diesel,1870,1,1,1
Maruti Baleno Delta,2020,630000.0,5.0,First Owner,Manual,113.0,,5000,Individual,21.01,1197.0,81.8,Petrol,1374,1,1,4
Maruti Alto 800 LXI,2016,300000.0,5.0,First Owner,Manual,69.0,,40000,Individual,22.74,796.0,47.3,Petrol,1334,1,1,4
Mahindra Xylo D2 BSIV,2012,250000.0,8.0,First Owner,Manual,220.0,,119000,Individual,14.0,2489.0,95.0,Diesel,1289,1,1,1
Maruti Alto LX,2005,90000.0,5.0,3,Manual,62.0,,100000,Individual,19.7,796.0,46.3,Petrol,1359,1,1,4
Maruti Ertiga SHVS ZDI Plus,2017,750000.0,7.0,First Owner,Manual,200.0,,100000,Individual,24.52,1248.0,88.5,Diesel,1472,1,1,1
Maruti Wagon R LXI Minor,2009,135000.0,5.0,1,Manual,84.0,,50000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Maruti Eeco Smiles 5 Seater AC,2013,275000.0,5.0,1,Manual,101.0,,80000,Individual,15.1,1196.0,73.0,Petrol,1456,1,1,4
Tata Nexon 1.2 Revotron XM,2018,740000.0,5.0,First Owner,Manual,170.0,,15000,Individual,17.0,1198.0,108.5,Petrol,2174,1,1,4
Honda Amaze S i-VTEC,2019,690000.0,5.0,First Owner,Manual,109.0,,1303,Dealer,17.8,1198.0,86.7,Petrol,470,0,1,4
Audi Q5 35TDI Premium Plus,2018,3975000.0,5.0,First Owner,Automatic,400.0,,31800,Dealer,17.01,1968.0,188.0,Diesel,36,0,0,1
Lexus ES 300h,2019,5150000.0,5.0,First Owner,Automatic,202.0,,20000,Dealer,22.37,2487.0,214.56,Petrol,1028,0,0,4
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000.0,5.0,First Owner,Automatic,347.0,,17000,Individual,9.5,3604.0,280.0,Petrol,1013,1,0,4
Toyota Yaris V BSIV,2018,1000000.0,5.0,First Owner,Manual,140.0,,4295,Trustmark Dealer,17.1,1496.0,105.5,Petrol,2411,2,1,4
Toyota Yaris V BSIV,2018,1000000.0,5.0,First Owner,Manual,140.0,,5229,Trustmark Dealer,17.1,1496.0,105.5,Petrol,2411,2,1,4
Hyundai Grand i10 Nios Sportz,2019,550000.0,5.0,First Owner,Manual,113.75,,4701,Trustmark Dealer,20.7,1197.0,81.86,Petrol,740,2,1,4
Maruti Baleno Alpha,2016,600000.0,5.0,First Owner,Manual,113.0,,6757,Trustmark Dealer,21.01,1197.0,81.8,Petrol,1368,2,1,4
Skoda Rapid 1.6 MPI AT Style Plus,2016,675000.0,5.0,First Owner,Automatic,153.0,,28182,Trustmark Dealer,14.3,1598.0,103.52,Petrol,1976,2,0,4
Nissan Kicks XV BSIV,2019,950000.0,5.0,First Owner,Manual,142.0,,11533,Trustmark Dealer,14.23,1498.0,104.55,Petrol,1818,2,1,4
Honda City i VTEC V,2017,850000.0,5.0,First Owner,Manual,145.0,,11688,Trustmark Dealer,17.8,1497.0,117.3,Petrol,558,2,1,4
Toyota Camry 2.5 Hybrid,2016,2000000.0,5.0,First Owner,Automatic,213.0,,68089,Trustmark Dealer,19.16,2494.0,157.7,Petrol,2273,2,0,4
Toyota Corolla Altis 1.8 VL AT,2012,550000.0,5.0,First Owner,Automatic,173.0,,57728,Trustmark Dealer,14.53,1794.0,138.1,Petrol,2285,2,0,4
Maruti Ciaz 1.3 Alpha,2018,925000.0,5.0,First Owner,Manual,200.0,,23712,Trustmark Dealer,28.09,1248.0,88.5,Diesel,1413,2,1,1
Ford Ecosport 1.5 Ti VCT AT Titanium,2015,625000.0,5.0,First Owner,Automatic,140.0,,70670,Trustmark Dealer,16.5,1499.0,110.0,Petrol,310,2,0,4
Maruti Alto 800 LXI,2014,200000.0,5.0,1,Manual,69.0,,43381,Dealer,22.74,796.0,47.3,Petrol,1334,0,1,4
Honda City i VTEC CVT VX,2014,635000.0,5.0,First Owner,Automatic,145.0,,79011,Trustmark Dealer,18.0,1497.0,117.3,Petrol,554,2,0,4
Honda Jazz VX,2016,550000.0,5.0,First Owner,Manual,110.0,,56494,Trustmark Dealer,18.2,1199.0,88.7,Petrol,604,2,1,4
Maruti SX4 VDI,2014,425000.0,5.0,1,Manual,200.0,,50000,Individual,21.79,1248.0,88.73,Diesel,1563,1,1,1
Maruti Wagon R VXI BS IV,2011,220000.0,5.0,First Owner,Manual,90.0,,40000,Individual,18.9,998.0,67.1,Petrol,1721,1,1,4
Hyundai Grand i10 1.2 Kappa Asta,2018,590000.0,5.0,First Owner,Manual,113.75,,10000,Individual,18.9,1197.0,81.86,Petrol,717,1,1,4
Mahindra Thar CRDe,2017,775000.0,6.0,First Owner,Manual,247.0,,35000,Individual,16.55,2498.0,105.0,Diesel,1236,1,1,1
Maruti Ritz VXi,2015,350000.0,5.0,First Owner,Manual,114.0,,58500,Individual,18.5,1197.0,85.8,Petrol,1541,1,1,4
Maruti Baleno Delta 1.2,2018,575000.0,5.0,First Owner,Manual,115.0,,20000,Individual,21.4,1197.0,83.1,Petrol,1375,1,1,4
Nissan Micra XL,2011,200000.0,5.0,1,Manual,104.0,,43500,Individual,18.06,1198.0,75.0,Petrol,1830,1,1,4
Tata Hexa XT,2018,1575000.0,7.0,First Owner,Manual,400.0,,30000,Individual,17.6,2179.0,153.86,Diesel,2020,1,1,1
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000.0,5.0,First Owner,Manual,205.0,,63000,Individual,22.77,1498.0,98.59,Diesel,285,1,1,1
Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000.0,7.0,First Owner,Manual,195.0,,35000,Individual,15.96,2523.0,62.1,Diesel,1054,1,1,1
Tata Indigo eCS LS TDI BSIII,2012,158000.0,5.0,1,Manual,135.0,,110000,Individual,19.09,1396.0,69.0,Diesel,2115,1,1,1
Tata Hexa XT,2018,1575000.0,7.0,First Owner,Manual,400.0,,25000,Individual,17.6,2179.0,153.86,Diesel,2020,1,1,1
Hyundai Xcent 1.2 VTVT S AT,2017,580000.0,5.0,First Owner,Automatic,113.75,,30000,Individual,17.36,1197.0,81.86,Petrol,896,1,0,4
Mahindra Bolero 2011-2019 SLX,2012,420000.0,7.0,First Owner,Manual,195.0,,50000,Individual,15.96,2523.0,62.1,Diesel,1050,1,1,1
Mahindra Marazzo M6 8Str,2018,1200000.0,8.0,First Owner,Manual,300.0,,35000,Individual,17.3,1497.0,121.0,Diesel,1128,1,1,1
Renault KWID 1.0 RXT Optional,2018,350000.0,5.0,First Owner,Manual,91.0,,30000,Individual,23.01,999.0,67.0,Petrol,1893,1,1,4
Honda City i VTEC VX,2014,650000.0,5.0,First Owner,Manual,145.0,,56000,Individual,17.4,1497.0,117.3,Petrol,559,1,1,4
Maruti Wagon R VXI BS IV,2017,400000.0,5.0,First Owner,Manual,90.0,,12700,Individual,20.51,998.0,67.04,Petrol,1721,1,1,4
Tata Nexon 1.5 Revotorq XM,2018,700000.0,5.0,First Owner,Manual,260.0,,35000,Individual,21.5,1497.0,108.5,Diesel,2179,1,1,1
Hyundai Xcent 1.2 Kappa SX,2017,520000.0,5.0,First Owner,Manual,114.0,,30000,Individual,19.1,1197.0,82.0,Petrol,890,1,1,4
Mahindra Scorpio LX BSIV,2012,450000.0,9.0,First Owner,Manual,290.0,,120000,Individual,12.05,2179.0,120.0,Diesel,1176,1,1,1
Tata Safari Storme EX,2017,850000.0,7.0,First Owner,Manual,320.0,,100000,Individual,14.1,2179.0,147.94,Diesel,2188,1,1,1
Renault KWID RXT,2017,350000.0,5.0,First Owner,Manual,72.0,,34000,Individual,25.17,799.0,53.3,Petrol,1904,1,1,4
Mahindra Xylo D2,2011,450000.0,8.0,First Owner,Manual,220.0,,56000,Individual,13.0,2489.0,95.0,Diesel,1286,1,1,1
Hyundai i10 Era,2008,165000.0,5.0,First Owner,Manual,99.04,,90000,Individual,19.81,1086.0,68.05,Petrol,901,1,1,4
Hyundai Santro Xing GLS,2010,160000.0,5.0,1,Manual,96.1,,65000,Individual,17.92,1086.0,62.1,Petrol,781,1,1,4
Tata New Safari DICOR 2.2 EX 4x4,2011,300000.0,7.0,First Owner,Manual,320.0,,80000,Individual,13.93,2179.0,138.0,Diesel,2161,1,1,1
Mahindra Scorpio VLX 2WD BSIV,2012,550000.0,8.0,2,Manual,290.0,,90000,Individual,12.05,2179.0,120.0,Diesel,1213,1,1,1
Maruti Alto K10 VXI,2015,285000.0,5.0,First Owner,Manual,90.0,,40000,Individual,23.95,998.0,67.05,Petrol,1354,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,850000.0,5.0,First Owner,Manual,259.9,,58000,Individual,19.67,1582.0,126.2,Diesel,642,1,1,1
Ford Freestyle Titanium Petrol BSIV,2018,700000.0,5.0,First Owner,Manual,120.0,,19100,Individual,19.0,1194.0,94.68,Petrol,408,1,1,4
Maruti Ertiga ZXI Plus Petrol,2018,900000.0,7.0,First Owner,Manual,138.0,,25000,Individual,19.34,1462.0,103.0,Petrol,1485,1,1,4
Maruti Alto LXi BSIII,2005,180000.0,5.0,First Owner,Manual,62.0,,49455,Individual,19.7,796.0,46.3,Petrol,1364,1,1,4
Hyundai EON D Lite Plus Option,2016,220000.0,5.0,First Owner,Manual,74.5,,100000,Individual,21.1,814.0,55.2,Petrol,663,1,1,4
Tata Indica Vista Quadrajet LS,2013,120000.0,5.0,First Owner,Manual,190.0,,120000,Individual,22.3,1248.0,74.0,Diesel,2072,1,1,1
Hyundai i20 Asta Optional With Sunroof 1.2,2010,220000.0,5.0,3,Manual,11.4,,90000,Individual,17.0,1197.0,80.0,Petrol,971,1,1,4
Chevrolet Sail Hatchback LS ABS,2013,420000.0,5.0,1,Manual,205.0,,46815,Individual,22.1,1248.0,76.9,Diesel,150,1,1,1
Tata Indica Vista TDI LS,2013,160000.0,5.0,First Owner,Manual,135.4,,110000,Individual,19.4,1405.0,70.0,Diesel,2078,1,1,1
